@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
20.73, 31.12, 135.7, 1419.0, 0.095, 0.114, 0.137, 0.086, 0.177, 0.057, 1.172, 1.617, 7.749, 199.7, 0.005, 0.015, 0.021, 0.009, 0.014, 0.002, 32.49, 47.16, 214.0, 3432.0, 0.14, 0.264, 0.344, 0.166, 0.287, 0.082, M
11.16, 21.41, 70.95, 380.3, 0.102, 0.06, 0.009, 0.011, 0.162, 0.061, 0.286, 1.678, 1.968, 18.99, 0.007, 0.009, 0.007, 0.006, 0.027, 0.002, 12.36, 28.92, 79.26, 458.0, 0.128, 0.111, 0.036, 0.043, 0.298, 0.071, B
10.49, 18.61, 66.86, 334.3, 0.107, 0.067, 0.023, 0.018, 0.148, 0.066, 0.148, 1.563, 1.035, 10.08, 0.009, 0.009, 0.018, 0.009, 0.018, 0.003, 11.06, 24.54, 70.76, 375.4, 0.141, 0.104, 0.084, 0.065, 0.221, 0.078, B
11.89, 21.17, 76.39, 433.8, 0.098, 0.081, 0.026, 0.022, 0.202, 0.063, 0.275, 1.203, 1.93, 19.53, 0.01, 0.031, 0.016, 0.009, 0.023, 0.002, 13.05, 27.21, 85.09, 522.9, 0.143, 0.219, 0.116, 0.083, 0.308, 0.074, B
14.04, 15.98, 89.78, 611.2, 0.085, 0.059, 0.035, 0.029, 0.171, 0.059, 0.389, 1.046, 2.644, 32.74, 0.008, 0.013, 0.016, 0.009, 0.02, 0.003, 15.66, 21.58, 101.2, 750.0, 0.12, 0.125, 0.112, 0.075, 0.272, 0.072, B
11.61, 16.02, 75.46, 408.2, 0.109, 0.117, 0.071, 0.045, 0.189, 0.063, 0.246, 0.734, 1.667, 15.89, 0.006, 0.02, 0.026, 0.013, 0.018, 0.002, 12.64, 19.67, 81.93, 475.7, 0.142, 0.217, 0.23, 0.11, 0.279, 0.074, B
13.59, 21.84, 87.16, 561.0, 0.08, 0.083, 0.041, 0.021, 0.164, 0.059, 0.338, 1.916, 2.591, 26.76, 0.005, 0.024, 0.031, 0.01, 0.02, 0.003, 14.8, 30.04, 97.66, 661.5, 0.1, 0.173, 0.145, 0.062, 0.245, 0.07, B
12.54, 16.32, 81.25, 476.3, 0.116, 0.108, 0.059, 0.033, 0.194, 0.066, 0.258, 1.095, 1.566, 18.49, 0.01, 0.016, 0.026, 0.012, 0.028, 0.002, 13.57, 21.4, 86.67, 552.0, 0.158, 0.175, 0.189, 0.084, 0.316, 0.075, B
8.618, 11.79, 54.34, 224.5, 0.098, 0.053, 0.021, 0.008, 0.168, 0.072, 0.156, 0.58, 1.046, 8.322, 0.01, 0.011, 0.02, 0.006, 0.021, 0.003, 9.507, 15.4, 59.9, 274.9, 0.173, 0.124, 0.117, 0.044, 0.322, 0.09, B
11.34, 18.61, 72.76, 391.2, 0.105, 0.085, 0.043, 0.026, 0.193, 0.062, 0.243, 1.01, 1.491, 18.19, 0.009, 0.016, 0.021, 0.011, 0.024, 0.001, 12.47, 23.03, 79.15, 478.6, 0.148, 0.157, 0.162, 0.085, 0.306, 0.068, B
11.94, 20.76, 77.87, 441.0, 0.086, 0.101, 0.066, 0.038, 0.159, 0.068, 0.274, 1.39, 3.198, 21.91, 0.007, 0.052, 0.044, 0.016, 0.019, 0.008, 13.24, 27.29, 92.2, 546.1, 0.112, 0.281, 0.236, 0.116, 0.246, 0.1, B
15.19, 13.21, 97.65, 711.8, 0.08, 0.069, 0.034, 0.027, 0.172, 0.055, 0.178, 0.412, 1.338, 17.72, 0.005, 0.015, 0.016, 0.009, 0.016, 0.002, 16.2, 15.73, 104.5, 819.1, 0.113, 0.174, 0.136, 0.082, 0.249, 0.068, B
12.62, 17.15, 80.62, 492.9, 0.086, 0.054, 0.03, 0.023, 0.18, 0.058, 0.169, 0.667, 1.116, 13.32, 0.004, 0.009, 0.013, 0.007, 0.016, 0.002, 14.34, 22.15, 91.62, 633.5, 0.122, 0.152, 0.189, 0.099, 0.327, 0.073, B
9.742, 15.67, 61.5, 289.9, 0.09, 0.047, 0.011, 0.014, 0.208, 0.063, 0.268, 1.409, 1.75, 16.39, 0.014, 0.011, 0.008, 0.009, 0.018, 0.004, 10.75, 20.88, 68.09, 355.2, 0.147, 0.094, 0.04, 0.052, 0.284, 0.082, B
13.5, 12.71, 85.69, 566.2, 0.074, 0.036, 0.003, 0.004, 0.136, 0.053, 0.224, 0.686, 1.509, 20.39, 0.003, 0.004, 0.002, 0.003, 0.015, 0.002, 14.97, 16.94, 95.48, 698.7, 0.09, 0.058, 0.014, 0.022, 0.227, 0.062, B
13.05, 18.59, 85.09, 512.0, 0.108, 0.13, 0.096, 0.056, 0.204, 0.065, 0.311, 1.51, 2.59, 21.57, 0.008, 0.039, 0.051, 0.019, 0.029, 0.006, 14.19, 24.85, 94.22, 591.2, 0.134, 0.266, 0.257, 0.126, 0.311, 0.083, B
9.567, 15.91, 60.21, 279.6, 0.085, 0.041, 0.017, 0.017, 0.155, 0.064, 0.215, 0.83, 1.215, 12.64, 0.012, 0.01, 0.012, 0.01, 0.024, 0.004, 10.51, 19.16, 65.74, 335.9, 0.15, 0.095, 0.072, 0.072, 0.276, 0.082, B
11.6, 24.49, 74.23, 417.2, 0.075, 0.057, 0.02, 0.013, 0.194, 0.059, 0.251, 1.786, 1.961, 18.21, 0.006, 0.023, 0.016, 0.007, 0.032, 0.002, 12.44, 31.62, 81.39, 476.5, 0.095, 0.136, 0.072, 0.048, 0.324, 0.067, B
14.58, 13.66, 94.29, 658.8, 0.098, 0.089, 0.082, 0.043, 0.174, 0.056, 0.416, 0.624, 2.561, 37.11, 0.005, 0.018, 0.03, 0.009, 0.015, 0.002, 16.76, 17.24, 108.5, 862.0, 0.122, 0.193, 0.249, 0.092, 0.263, 0.07, B
12.87, 16.21, 82.38, 512.2, 0.094, 0.062, 0.039, 0.016, 0.201, 0.058, 0.234, 1.219, 1.546, 18.24, 0.006, 0.022, 0.026, 0.006, 0.026, 0.002, 13.9, 23.64, 89.27, 597.5, 0.126, 0.181, 0.199, 0.058, 0.36, 0.071, B
12.65, 18.17, 82.69, 485.6, 0.108, 0.133, 0.08, 0.051, 0.164, 0.069, 0.232, 0.633, 1.696, 18.4, 0.006, 0.025, 0.026, 0.01, 0.018, 0.004, 14.38, 22.15, 95.29, 633.7, 0.153, 0.384, 0.358, 0.141, 0.323, 0.103, B
14.06, 17.18, 89.75, 609.1, 0.08, 0.054, 0.027, 0.033, 0.164, 0.058, 0.15, 1.685, 1.237, 12.67, 0.005, 0.013, 0.011, 0.009, 0.017, 0.001, 14.92, 25.34, 96.42, 684.5, 0.107, 0.123, 0.085, 0.079, 0.252, 0.066, B
13.7, 17.64, 87.76, 571.1, 0.1, 0.08, 0.045, 0.032, 0.173, 0.061, 0.243, 0.946, 1.564, 20.64, 0.003, 0.008, 0.017, 0.009, 0.013, 0.002, 14.96, 23.53, 95.78, 686.5, 0.12, 0.135, 0.174, 0.091, 0.252, 0.07, B
9.876, 17.27, 62.92, 295.4, 0.109, 0.072, 0.018, 0.02, 0.193, 0.063, 0.214, 1.342, 1.517, 12.33, 0.01, 0.012, 0.008, 0.008, 0.022, 0.002, 10.42, 23.22, 67.08, 331.6, 0.142, 0.125, 0.062, 0.056, 0.299, 0.074, B
12.27, 29.97, 77.42, 465.4, 0.077, 0.034, 0.0, 0.0, 0.17, 0.06, 0.446, 3.647, 2.884, 35.13, 0.007, 0.008, 0.0, 0.0, 0.031, 0.003, 13.45, 38.05, 85.08, 558.9, 0.094, 0.052, 0.0, 0.0, 0.241, 0.067, B
10.75, 14.97, 68.26, 355.3, 0.078, 0.051, 0.023, 0.008, 0.14, 0.057, 0.252, 1.239, 1.806, 17.74, 0.007, 0.018, 0.02, 0.006, 0.017, 0.002, 11.95, 20.72, 77.79, 441.2, 0.108, 0.122, 0.098, 0.034, 0.23, 0.068, B
10.18, 17.53, 65.12, 313.1, 0.106, 0.085, 0.018, 0.019, 0.191, 0.069, 0.247, 1.217, 1.641, 15.05, 0.008, 0.014, 0.009, 0.008, 0.026, 0.004, 11.17, 22.84, 71.94, 375.6, 0.141, 0.144, 0.066, 0.056, 0.306, 0.088, B
11.8, 17.26, 75.26, 431.9, 0.091, 0.062, 0.029, 0.016, 0.185, 0.06, 0.344, 1.14, 2.225, 25.06, 0.005, 0.02, 0.021, 0.005, 0.015, 0.003, 13.45, 24.49, 86.0, 562.0, 0.124, 0.173, 0.145, 0.054, 0.278, 0.081, B
13.16, 20.54, 84.06, 538.7, 0.073, 0.053, 0.018, 0.013, 0.171, 0.059, 0.324, 1.473, 2.326, 26.07, 0.008, 0.021, 0.013, 0.006, 0.021, 0.003, 14.5, 28.46, 95.29, 648.3, 0.112, 0.165, 0.077, 0.042, 0.269, 0.074, B
15.71, 13.93, 102.0, 761.7, 0.095, 0.095, 0.071, 0.059, 0.182, 0.057, 0.312, 0.816, 1.972, 27.94, 0.005, 0.015, 0.017, 0.013, 0.017, 0.002, 17.5, 19.25, 114.3, 922.8, 0.122, 0.195, 0.171, 0.137, 0.272, 0.071, B
10.48, 14.98, 67.49, 333.6, 0.098, 0.101, 0.063, 0.022, 0.192, 0.069, 0.328, 1.127, 2.564, 20.77, 0.007, 0.039, 0.053, 0.013, 0.022, 0.005, 12.13, 21.57, 81.41, 440.4, 0.133, 0.3, 0.294, 0.093, 0.302, 0.096, B
13.21, 25.25, 84.1, 537.9, 0.088, 0.052, 0.028, 0.021, 0.162, 0.056, 0.208, 1.35, 1.314, 17.58, 0.006, 0.008, 0.015, 0.006, 0.013, 0.002, 14.35, 34.23, 91.29, 632.9, 0.129, 0.106, 0.139, 0.06, 0.244, 0.068, B
11.74, 14.69, 76.31, 426.0, 0.081, 0.097, 0.067, 0.026, 0.15, 0.068, 0.192, 0.642, 1.345, 13.04, 0.007, 0.039, 0.04, 0.015, 0.023, 0.007, 12.45, 17.6, 81.25, 473.8, 0.107, 0.279, 0.269, 0.106, 0.26, 0.099, B
12.45, 16.41, 82.85, 476.7, 0.095, 0.151, 0.154, 0.048, 0.208, 0.073, 0.392, 1.207, 5.004, 30.19, 0.007, 0.075, 0.111, 0.027, 0.032, 0.01, 13.78, 21.03, 97.82, 580.6, 0.118, 0.406, 0.49, 0.134, 0.323, 0.103, B
13.28, 13.72, 85.79, 541.8, 0.084, 0.086, 0.051, 0.029, 0.162, 0.056, 0.183, 0.531, 1.592, 15.26, 0.004, 0.021, 0.028, 0.008, 0.015, 0.003, 14.24, 17.37, 96.59, 623.7, 0.117, 0.268, 0.287, 0.092, 0.274, 0.073, B
12.23, 19.56, 78.54, 461.0, 0.096, 0.081, 0.042, 0.041, 0.198, 0.06, 0.353, 1.326, 2.308, 27.24, 0.008, 0.018, 0.014, 0.011, 0.015, 0.003, 14.44, 28.36, 92.15, 638.4, 0.143, 0.204, 0.138, 0.108, 0.267, 0.082, B
