@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
12.8, 17.46, 83.05, 508.3, 0.08, 0.089, 0.074, 0.041, 0.157, 0.058, 0.364, 1.265, 2.668, 30.57, 0.005, 0.035, 0.045, 0.014, 0.019, 0.004, 13.74, 21.06, 90.72, 591.0, 0.095, 0.181, 0.19, 0.083, 0.199, 0.071, B
9.268, 12.87, 61.49, 248.7, 0.163, 0.224, 0.097, 0.053, 0.238, 0.095, 0.408, 1.093, 3.014, 20.04, 0.01, 0.045, 0.035, 0.022, 0.025, 0.01, 10.28, 16.38, 69.05, 300.2, 0.19, 0.344, 0.21, 0.102, 0.304, 0.125, B
10.65, 25.22, 68.01, 347.0, 0.097, 0.072, 0.024, 0.016, 0.19, 0.063, 0.25, 1.493, 1.497, 16.64, 0.007, 0.01, 0.011, 0.006, 0.022, 0.003, 12.25, 35.19, 77.98, 455.7, 0.15, 0.14, 0.112, 0.061, 0.341, 0.081, B
15.04, 16.74, 98.73, 689.4, 0.099, 0.136, 0.077, 0.061, 0.167, 0.069, 0.372, 0.842, 2.304, 34.84, 0.004, 0.018, 0.02, 0.01, 0.011, 0.003, 16.76, 20.43, 109.7, 856.9, 0.114, 0.218, 0.186, 0.102, 0.218, 0.085, B
12.89, 15.7, 84.08, 516.6, 0.078, 0.096, 0.112, 0.034, 0.143, 0.059, 0.291, 1.389, 2.347, 23.29, 0.006, 0.04, 0.079, 0.018, 0.019, 0.004, 13.9, 19.69, 92.12, 595.6, 0.099, 0.232, 0.334, 0.102, 0.2, 0.071, B
12.76, 13.37, 82.29, 504.1, 0.088, 0.079, 0.041, 0.025, 0.16, 0.061, 0.326, 0.659, 2.346, 25.18, 0.006, 0.028, 0.031, 0.011, 0.017, 0.004, 14.19, 16.4, 92.04, 618.8, 0.119, 0.221, 0.177, 0.084, 0.256, 0.083, B
13.85, 17.21, 88.44, 588.7, 0.088, 0.061, 0.014, 0.011, 0.161, 0.059, 0.218, 0.856, 1.495, 17.91, 0.005, 0.009, 0.009, 0.005, 0.012, 0.002, 15.49, 23.58, 100.3, 725.9, 0.116, 0.135, 0.081, 0.051, 0.236, 0.072, B
14.59, 22.68, 96.39, 657.1, 0.085, 0.133, 0.103, 0.037, 0.145, 0.061, 0.225, 1.108, 2.224, 19.54, 0.004, 0.046, 0.066, 0.016, 0.016, 0.004, 15.48, 27.27, 105.9, 733.5, 0.103, 0.317, 0.366, 0.11, 0.226, 0.08, B
9.72, 18.22, 60.73, 288.1, 0.07, 0.023, 0.0, 0.0, 0.165, 0.064, 0.354, 4.885, 2.23, 21.69, 0.002, 0.007, 0.0, 0.0, 0.038, 0.002, 9.968, 20.83, 62.25, 303.8, 0.071, 0.027, 0.0, 0.0, 0.191, 0.066, B
12.42, 15.04, 78.61, 476.5, 0.079, 0.034, 0.011, 0.011, 0.155, 0.058, 0.115, 0.674, 0.757, 9.006, 0.003, 0.005, 0.006, 0.004, 0.017, 0.001, 13.2, 20.37, 83.85, 543.4, 0.104, 0.078, 0.062, 0.041, 0.29, 0.068, B
11.04, 14.93, 70.67, 372.7, 0.08, 0.071, 0.035, 0.021, 0.2, 0.062, 0.164, 1.031, 1.281, 11.68, 0.005, 0.019, 0.017, 0.007, 0.019, 0.002, 12.09, 20.83, 79.73, 447.1, 0.11, 0.198, 0.155, 0.068, 0.32, 0.073, B
9.683, 19.34, 61.05, 285.7, 0.085, 0.05, 0.023, 0.01, 0.158, 0.062, 0.296, 1.363, 2.054, 18.24, 0.007, 0.011, 0.023, 0.01, 0.022, 0.004, 10.93, 25.59, 69.1, 364.2, 0.12, 0.095, 0.094, 0.038, 0.255, 0.079, B
12.0, 15.65, 76.95, 443.3, 0.097, 0.072, 0.042, 0.019, 0.208, 0.06, 0.227, 1.255, 1.441, 16.16, 0.006, 0.018, 0.02, 0.007, 0.02, 0.003, 13.67, 24.9, 87.78, 567.9, 0.138, 0.2, 0.227, 0.076, 0.338, 0.079, B
14.29, 16.82, 90.3, 632.6, 0.064, 0.027, 0.007, 0.006, 0.151, 0.054, 0.13, 0.72, 0.844, 10.77, 0.003, 0.004, 0.005, 0.004, 0.015, 0.001, 14.91, 20.65, 94.44, 684.6, 0.086, 0.05, 0.039, 0.033, 0.246, 0.061, B
16.17, 16.07, 106.3, 788.5, 0.099, 0.144, 0.067, 0.054, 0.199, 0.066, 0.174, 0.489, 1.349, 14.91, 0.005, 0.018, 0.02, 0.012, 0.019, 0.004, 16.97, 19.14, 113.1, 861.5, 0.124, 0.255, 0.211, 0.125, 0.315, 0.09, B
11.08, 14.71, 70.21, 372.7, 0.101, 0.057, 0.024, 0.026, 0.157, 0.067, 0.207, 1.805, 1.377, 19.08, 0.015, 0.021, 0.015, 0.016, 0.031, 0.005, 11.35, 16.82, 72.01, 396.5, 0.122, 0.082, 0.039, 0.043, 0.19, 0.073, B
13.37, 16.39, 86.1, 553.5, 0.071, 0.073, 0.081, 0.028, 0.142, 0.058, 0.164, 1.14, 1.223, 14.66, 0.006, 0.033, 0.05, 0.01, 0.012, 0.004, 14.26, 22.75, 91.99, 632.1, 0.102, 0.253, 0.331, 0.09, 0.205, 0.076, B
12.43, 17.0, 78.6, 477.3, 0.076, 0.035, 0.013, 0.017, 0.147, 0.056, 0.378, 2.2, 2.487, 31.16, 0.007, 0.011, 0.01, 0.011, 0.034, 0.003, 12.9, 20.21, 81.76, 515.9, 0.084, 0.047, 0.022, 0.028, 0.19, 0.059, B
12.36, 21.8, 79.78, 466.1, 0.088, 0.094, 0.06, 0.037, 0.193, 0.064, 0.298, 1.502, 2.203, 20.95, 0.007, 0.025, 0.027, 0.013, 0.02, 0.004, 13.83, 30.5, 91.46, 574.7, 0.13, 0.246, 0.243, 0.12, 0.297, 0.093, B
13.3, 21.57, 85.24, 546.1, 0.086, 0.064, 0.033, 0.024, 0.182, 0.057, 0.262, 1.539, 2.028, 20.98, 0.005, 0.02, 0.018, 0.006, 0.018, 0.002, 14.2, 29.2, 92.94, 621.2, 0.114, 0.167, 0.121, 0.056, 0.264, 0.067, B
9.436, 18.32, 59.82, 278.6, 0.101, 0.06, 0.027, 0.014, 0.151, 0.07, 0.508, 1.247, 3.267, 30.48, 0.007, 0.009, 0.023, 0.007, 0.019, 0.003, 12.02, 25.02, 75.79, 439.6, 0.133, 0.105, 0.114, 0.051, 0.245, 0.081, B
