@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
10.32, 16.35, 65.31, 324.9, 0.094, 0.05, 0.01, 0.005, 0.188, 0.062, 0.21, 0.967, 1.356, 12.97, 0.007, 0.007, 0.01, 0.005, 0.016, 0.003, 11.25, 21.77, 71.12, 384.9, 0.128, 0.088, 0.044, 0.024, 0.268, 0.074, B
11.71, 17.19, 74.68, 420.3, 0.098, 0.061, 0.038, 0.032, 0.152, 0.061, 0.245, 0.766, 1.742, 17.86, 0.007, 0.009, 0.02, 0.012, 0.019, 0.002, 13.01, 21.39, 84.42, 521.5, 0.132, 0.104, 0.152, 0.11, 0.257, 0.071, B
14.22, 27.85, 92.55, 623.9, 0.082, 0.104, 0.11, 0.044, 0.134, 0.061, 0.335, 2.324, 2.105, 29.96, 0.006, 0.028, 0.038, 0.01, 0.012, 0.004, 15.75, 40.54, 102.5, 764.0, 0.108, 0.243, 0.306, 0.082, 0.189, 0.078, B
11.69, 24.44, 76.37, 406.4, 0.124, 0.155, 0.045, 0.045, 0.213, 0.074, 0.296, 1.978, 2.158, 20.95, 0.013, 0.035, 0.019, 0.018, 0.016, 0.006, 12.98, 32.19, 86.12, 487.7, 0.177, 0.325, 0.14, 0.131, 0.28, 0.1, B
13.77, 13.27, 88.06, 582.7, 0.092, 0.062, 0.011, 0.019, 0.159, 0.059, 0.219, 0.695, 1.479, 17.74, 0.004, 0.008, 0.004, 0.007, 0.022, 0.002, 14.67, 16.93, 94.17, 661.1, 0.117, 0.107, 0.037, 0.058, 0.282, 0.068, B
12.34, 22.22, 79.85, 464.5, 0.101, 0.102, 0.054, 0.028, 0.155, 0.068, 0.295, 1.656, 1.955, 21.55, 0.011, 0.032, 0.031, 0.011, 0.019, 0.005, 13.58, 28.68, 87.36, 553.0, 0.145, 0.234, 0.169, 0.082, 0.227, 0.091, B
8.597, 18.6, 54.09, 221.2, 0.107, 0.058, 0.0, 0.0, 0.216, 0.074, 0.337, 2.777, 2.222, 17.81, 0.021, 0.014, 0.0, 0.0, 0.061, 0.007, 8.952, 22.44, 56.65, 240.1, 0.135, 0.078, 0.0, 0.0, 0.314, 0.081, B
11.31, 19.04, 71.8, 394.1, 0.081, 0.047, 0.037, 0.022, 0.152, 0.057, 0.273, 0.943, 1.831, 18.15, 0.009, 0.009, 0.021, 0.009, 0.022, 0.002, 12.33, 23.84, 78.0, 466.7, 0.129, 0.091, 0.144, 0.07, 0.24, 0.066, B
11.89, 18.35, 77.32, 432.2, 0.094, 0.115, 0.066, 0.031, 0.197, 0.063, 0.296, 1.563, 2.087, 21.46, 0.009, 0.042, 0.059, 0.018, 0.028, 0.005, 13.25, 27.1, 86.2, 531.2, 0.14, 0.305, 0.281, 0.114, 0.34, 0.084, B
14.97, 16.95, 96.22, 685.9, 0.099, 0.079, 0.026, 0.038, 0.178, 0.056, 0.271, 1.217, 1.893, 24.28, 0.005, 0.014, 0.007, 0.009, 0.014, 0.002, 16.11, 23.0, 104.6, 793.7, 0.122, 0.164, 0.066, 0.085, 0.24, 0.064, B
12.98, 19.35, 84.52, 514.0, 0.096, 0.112, 0.071, 0.03, 0.176, 0.065, 0.268, 0.566, 2.465, 20.65, 0.006, 0.033, 0.044, 0.01, 0.028, 0.005, 14.42, 21.95, 99.21, 634.3, 0.129, 0.325, 0.344, 0.099, 0.36, 0.092, B
10.26, 16.58, 65.85, 320.8, 0.089, 0.081, 0.044, 0.024, 0.167, 0.067, 0.114, 1.023, 0.989, 7.326, 0.01, 0.031, 0.026, 0.011, 0.023, 0.006, 10.83, 22.04, 71.08, 357.4, 0.146, 0.225, 0.178, 0.083, 0.269, 0.095, B
13.46, 18.75, 87.44, 551.1, 0.108, 0.114, 0.042, 0.032, 0.172, 0.063, 0.2, 0.607, 1.443, 16.07, 0.004, 0.014, 0.015, 0.007, 0.014, 0.002, 15.35, 25.16, 101.9, 719.8, 0.162, 0.312, 0.265, 0.143, 0.352, 0.087, B
12.76, 18.84, 81.87, 496.6, 0.097, 0.08, 0.027, 0.018, 0.176, 0.062, 0.221, 1.285, 1.535, 17.26, 0.006, 0.016, 0.015, 0.01, 0.019, 0.002, 13.75, 25.99, 87.82, 579.7, 0.13, 0.184, 0.126, 0.083, 0.274, 0.072, B
9.676, 13.14, 64.12, 272.5, 0.126, 0.22, 0.119, 0.07, 0.206, 0.096, 0.274, 1.39, 1.787, 17.67, 0.022, 0.049, 0.052, 0.014, 0.026, 0.011, 10.6, 18.04, 69.47, 328.1, 0.201, 0.366, 0.291, 0.108, 0.285, 0.136, B
11.06, 14.83, 70.31, 378.2, 0.077, 0.048, 0.027, 0.007, 0.154, 0.062, 0.186, 0.688, 1.263, 12.98, 0.004, 0.015, 0.019, 0.004, 0.012, 0.004, 12.68, 20.35, 80.79, 496.7, 0.112, 0.188, 0.208, 0.056, 0.259, 0.092, B
14.74, 25.42, 94.7, 668.6, 0.083, 0.072, 0.041, 0.03, 0.184, 0.057, 0.303, 1.385, 2.177, 27.41, 0.005, 0.012, 0.019, 0.013, 0.019, 0.003, 16.51, 32.29, 107.4, 826.4, 0.106, 0.138, 0.161, 0.11, 0.272, 0.07, B
13.0, 20.78, 83.51, 519.4, 0.114, 0.076, 0.031, 0.026, 0.254, 0.061, 0.42, 1.322, 2.873, 34.78, 0.007, 0.011, 0.019, 0.012, 0.03, 0.002, 14.16, 24.11, 90.82, 616.7, 0.13, 0.11, 0.081, 0.063, 0.32, 0.064, B
12.27, 17.92, 78.41, 466.1, 0.087, 0.065, 0.032, 0.027, 0.197, 0.056, 0.334, 1.781, 2.079, 25.79, 0.006, 0.023, 0.021, 0.011, 0.026, 0.002, 14.1, 28.88, 89.0, 610.2, 0.124, 0.18, 0.138, 0.095, 0.346, 0.069, B
13.78, 15.79, 88.37, 585.9, 0.088, 0.067, 0.011, 0.01, 0.14, 0.058, 0.356, 0.483, 2.235, 29.34, 0.006, 0.012, 0.008, 0.006, 0.012, 0.003, 15.27, 17.5, 97.9, 706.6, 0.107, 0.107, 0.035, 0.033, 0.186, 0.068, B
13.59, 17.84, 86.24, 572.3, 0.079, 0.041, 0.02, 0.012, 0.157, 0.055, 0.258, 1.166, 1.683, 22.22, 0.004, 0.005, 0.011, 0.005, 0.013, 0.001, 15.5, 26.1, 98.91, 739.1, 0.105, 0.076, 0.106, 0.052, 0.234, 0.063, B
9.0, 14.4, 56.36, 246.3, 0.07, 0.031, 0.004, 0.003, 0.179, 0.068, 0.175, 1.305, 1.144, 9.789, 0.007, 0.005, 0.004, 0.003, 0.027, 0.002, 9.699, 20.07, 60.9, 285.5, 0.099, 0.052, 0.015, 0.014, 0.299, 0.078, B
12.7, 12.17, 80.88, 495.0, 0.088, 0.058, 0.024, 0.024, 0.158, 0.063, 0.225, 0.646, 1.527, 17.37, 0.006, 0.013, 0.009, 0.008, 0.017, 0.004, 13.65, 16.92, 88.12, 566.9, 0.131, 0.161, 0.094, 0.082, 0.278, 0.095, B
11.26, 19.83, 71.3, 388.1, 0.085, 0.044, 0.005, 0.006, 0.164, 0.063, 0.134, 1.083, 0.981, 9.332, 0.004, 0.006, 0.004, 0.004, 0.015, 0.002, 11.93, 26.43, 76.38, 435.9, 0.111, 0.077, 0.025, 0.028, 0.256, 0.076, B
9.667, 18.49, 61.49, 289.1, 0.089, 0.063, 0.029, 0.015, 0.224, 0.064, 0.378, 1.35, 2.569, 22.73, 0.008, 0.02, 0.027, 0.01, 0.02, 0.004, 11.14, 25.62, 70.88, 385.2, 0.123, 0.154, 0.128, 0.066, 0.317, 0.085, B
12.06, 18.9, 76.66, 445.3, 0.084, 0.058, 0.008, 0.008, 0.156, 0.06, 0.243, 1.152, 1.559, 18.02, 0.007, 0.011, 0.006, 0.005, 0.02, 0.003, 13.64, 27.06, 86.54, 562.6, 0.129, 0.135, 0.045, 0.051, 0.288, 0.081, B
13.17, 18.22, 84.28, 537.3, 0.075, 0.06, 0.049, 0.029, 0.145, 0.055, 0.202, 0.685, 1.236, 16.89, 0.006, 0.015, 0.016, 0.008, 0.011, 0.002, 14.9, 23.89, 95.1, 687.6, 0.128, 0.196, 0.188, 0.104, 0.224, 0.069, B
14.99, 22.11, 97.53, 693.7, 0.085, 0.102, 0.069, 0.039, 0.194, 0.059, 0.319, 1.336, 2.31, 28.51, 0.004, 0.028, 0.033, 0.012, 0.019, 0.004, 16.76, 31.55, 110.2, 867.1, 0.108, 0.334, 0.311, 0.131, 0.316, 0.093, B
11.06, 17.12, 71.25, 366.5, 0.119, 0.107, 0.041, 0.043, 0.195, 0.08, 0.178, 1.03, 1.318, 12.3, 0.013, 0.023, 0.018, 0.013, 0.022, 0.008, 11.69, 20.74, 76.08, 411.1, 0.166, 0.203, 0.126, 0.095, 0.278, 0.117, B
16.5, 18.29, 106.6, 838.1, 0.097, 0.085, 0.059, 0.048, 0.15, 0.056, 0.339, 1.439, 2.344, 33.58, 0.007, 0.018, 0.018, 0.01, 0.017, 0.002, 18.13, 25.45, 117.2, 1009.0, 0.134, 0.168, 0.166, 0.091, 0.239, 0.065, B
11.95, 14.96, 77.23, 426.7, 0.116, 0.121, 0.012, 0.018, 0.246, 0.066, 0.361, 1.05, 2.455, 26.65, 0.006, 0.024, 0.008, 0.011, 0.027, 0.003, 12.81, 17.72, 83.09, 496.2, 0.129, 0.188, 0.031, 0.048, 0.312, 0.076, B
12.34, 14.95, 78.29, 469.1, 0.087, 0.046, 0.021, 0.021, 0.157, 0.057, 0.383, 0.908, 2.602, 30.15, 0.008, 0.008, 0.013, 0.01, 0.03, 0.001, 13.18, 16.85, 84.11, 533.1, 0.105, 0.067, 0.049, 0.048, 0.23, 0.06, B
12.54, 18.07, 79.42, 491.9, 0.074, 0.026, 0.001, 0.005, 0.153, 0.052, 0.351, 0.953, 2.329, 28.3, 0.006, 0.005, 0.001, 0.004, 0.02, 0.001, 13.72, 20.98, 86.82, 585.7, 0.093, 0.043, 0.004, 0.016, 0.223, 0.055, B
11.41, 10.82, 73.34, 403.3, 0.094, 0.067, 0.035, 0.026, 0.167, 0.061, 0.141, 0.461, 1.103, 10.5, 0.006, 0.015, 0.015, 0.006, 0.013, 0.002, 12.82, 15.97, 83.74, 510.5, 0.155, 0.239, 0.21, 0.09, 0.302, 0.085, B
9.606, 16.84, 61.64, 280.5, 0.085, 0.092, 0.084, 0.023, 0.204, 0.071, 0.184, 0.943, 1.429, 12.07, 0.006, 0.035, 0.05, 0.009, 0.018, 0.004, 10.75, 23.07, 71.25, 353.6, 0.123, 0.342, 0.434, 0.081, 0.298, 0.098, B
