@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
16.6, 28.08, 108.3, 858.1, 0.085, 0.102, 0.093, 0.053, 0.159, 0.056, 0.456, 1.075, 3.425, 48.55, 0.006, 0.037, 0.047, 0.016, 0.013, 0.004, 18.98, 34.12, 126.7, 1124.0, 0.114, 0.309, 0.34, 0.142, 0.222, 0.078, M
21.37, 15.1, 141.3, 1386.0, 0.1, 0.152, 0.193, 0.126, 0.197, 0.062, 0.341, 1.309, 2.407, 39.06, 0.004, 0.027, 0.034, 0.013, 0.017, 0.004, 22.69, 21.84, 152.1, 1535.0, 0.119, 0.284, 0.402, 0.197, 0.273, 0.087, M
11.29, 13.04, 72.23, 388.0, 0.098, 0.076, 0.033, 0.028, 0.177, 0.063, 0.19, 0.529, 1.164, 13.17, 0.006, 0.011, 0.013, 0.009, 0.017, 0.003, 12.32, 16.18, 78.27, 457.5, 0.136, 0.151, 0.128, 0.088, 0.273, 0.08, B
10.44, 15.46, 66.62, 329.6, 0.105, 0.077, 0.007, 0.012, 0.179, 0.064, 0.191, 0.903, 1.208, 11.86, 0.007, 0.008, 0.003, 0.005, 0.015, 0.003, 11.52, 19.8, 73.47, 395.4, 0.134, 0.115, 0.026, 0.045, 0.262, 0.083, B
11.6, 12.84, 74.34, 412.6, 0.09, 0.075, 0.042, 0.034, 0.162, 0.066, 0.232, 0.539, 1.475, 15.75, 0.006, 0.013, 0.017, 0.007, 0.017, 0.003, 13.06, 17.16, 82.96, 512.5, 0.143, 0.185, 0.192, 0.084, 0.277, 0.088, B
14.53, 13.98, 93.86, 644.2, 0.11, 0.092, 0.069, 0.065, 0.165, 0.061, 0.306, 0.721, 2.143, 25.7, 0.006, 0.013, 0.016, 0.011, 0.022, 0.004, 15.8, 16.93, 103.1, 749.9, 0.135, 0.148, 0.137, 0.107, 0.261, 0.078, B
11.6, 18.36, 73.88, 412.7, 0.085, 0.059, 0.034, 0.018, 0.152, 0.059, 0.182, 0.766, 1.303, 12.89, 0.007, 0.017, 0.021, 0.007, 0.021, 0.003, 12.77, 24.02, 82.68, 495.1, 0.134, 0.181, 0.186, 0.083, 0.321, 0.079, B
13.66, 15.15, 88.27, 580.6, 0.083, 0.075, 0.042, 0.025, 0.179, 0.059, 0.14, 0.542, 1.101, 11.35, 0.005, 0.03, 0.024, 0.008, 0.018, 0.005, 14.54, 19.64, 97.96, 657.0, 0.128, 0.31, 0.257, 0.105, 0.339, 0.096, B
12.18, 20.52, 77.22, 458.7, 0.08, 0.04, 0.024, 0.018, 0.174, 0.057, 0.192, 1.571, 1.183, 14.68, 0.005, 0.006, 0.011, 0.007, 0.014, 0.002, 13.34, 32.84, 84.58, 547.8, 0.112, 0.089, 0.114, 0.074, 0.269, 0.069, B
7.729, 25.49, 47.98, 178.8, 0.081, 0.049, 0.0, 0.0, 0.187, 0.073, 0.378, 1.462, 2.492, 19.14, 0.013, 0.01, 0.0, 0.0, 0.029, 0.007, 9.077, 30.92, 57.17, 248.0, 0.126, 0.083, 0.0, 0.0, 0.306, 0.099, B
11.54, 10.72, 73.73, 409.1, 0.086, 0.06, 0.014, 0.009, 0.183, 0.061, 0.131, 0.36, 1.107, 9.438, 0.004, 0.013, 0.01, 0.005, 0.02, 0.002, 12.34, 12.87, 81.23, 467.8, 0.109, 0.163, 0.083, 0.047, 0.339, 0.074, B
12.03, 17.93, 76.09, 446.0, 0.077, 0.039, 0.002, 0.006, 0.138, 0.061, 0.234, 0.91, 1.466, 16.97, 0.005, 0.007, 0.001, 0.004, 0.015, 0.002, 13.07, 22.25, 82.74, 523.4, 0.101, 0.074, 0.008, 0.028, 0.217, 0.07, B
14.95, 18.77, 97.84, 689.5, 0.081, 0.117, 0.09, 0.036, 0.174, 0.065, 0.422, 1.909, 3.271, 39.43, 0.006, 0.049, 0.053, 0.015, 0.034, 0.009, 16.25, 25.47, 107.1, 809.7, 0.1, 0.252, 0.25, 0.084, 0.285, 0.092, B
12.85, 21.37, 82.63, 514.5, 0.076, 0.083, 0.061, 0.019, 0.158, 0.061, 0.499, 1.798, 2.552, 41.24, 0.006, 0.045, 0.052, 0.013, 0.027, 0.008, 14.4, 27.01, 91.63, 645.8, 0.094, 0.194, 0.184, 0.056, 0.249, 0.082, B
10.57, 18.32, 66.82, 340.9, 0.081, 0.045, 0.02, 0.011, 0.237, 0.058, 0.182, 2.542, 1.277, 13.12, 0.011, 0.013, 0.02, 0.011, 0.017, 0.004, 10.94, 23.31, 69.35, 366.3, 0.098, 0.065, 0.04, 0.022, 0.27, 0.067, B
13.45, 18.3, 86.6, 555.1, 0.102, 0.082, 0.04, 0.028, 0.164, 0.057, 0.295, 1.373, 2.099, 25.22, 0.006, 0.015, 0.019, 0.009, 0.019, 0.002, 15.1, 25.94, 97.59, 699.4, 0.134, 0.175, 0.138, 0.079, 0.268, 0.066, B
12.99, 14.23, 84.08, 514.3, 0.095, 0.1, 0.037, 0.021, 0.165, 0.072, 0.181, 0.641, 0.922, 14.41, 0.005, 0.023, 0.031, 0.007, 0.016, 0.006, 13.72, 16.91, 87.38, 576.0, 0.114, 0.198, 0.145, 0.058, 0.243, 0.101, B
9.465, 21.01, 60.11, 269.4, 0.104, 0.078, 0.022, 0.015, 0.172, 0.069, 0.235, 2.011, 1.66, 14.2, 0.011, 0.018, 0.017, 0.009, 0.023, 0.004, 10.41, 31.56, 67.03, 330.7, 0.155, 0.166, 0.094, 0.065, 0.288, 0.092, B
10.97, 17.2, 71.73, 371.5, 0.089, 0.111, 0.095, 0.036, 0.149, 0.066, 0.257, 1.376, 2.806, 18.15, 0.009, 0.046, 0.064, 0.018, 0.015, 0.005, 12.36, 26.87, 90.14, 476.4, 0.139, 0.408, 0.478, 0.156, 0.254, 0.095, B
14.53, 19.34, 94.25, 659.7, 0.084, 0.078, 0.088, 0.029, 0.147, 0.057, 0.254, 1.354, 1.994, 23.04, 0.004, 0.02, 0.034, 0.009, 0.014, 0.002, 16.3, 28.39, 108.1, 830.5, 0.109, 0.265, 0.378, 0.096, 0.247, 0.075, B
12.91, 16.33, 82.53, 516.4, 0.079, 0.054, 0.039, 0.024, 0.183, 0.057, 0.194, 0.909, 1.493, 15.75, 0.005, 0.016, 0.023, 0.008, 0.019, 0.002, 13.88, 22.0, 90.81, 600.6, 0.11, 0.151, 0.176, 0.082, 0.302, 0.069, B
12.39, 17.48, 80.64, 462.9, 0.104, 0.13, 0.059, 0.029, 0.178, 0.066, 0.261, 0.873, 2.117, 19.2, 0.007, 0.037, 0.048, 0.011, 0.018, 0.007, 14.18, 23.13, 95.23, 600.5, 0.143, 0.359, 0.321, 0.098, 0.282, 0.112, B
14.03, 21.25, 89.79, 603.4, 0.091, 0.069, 0.015, 0.019, 0.152, 0.058, 0.259, 1.503, 1.667, 22.07, 0.007, 0.014, 0.007, 0.01, 0.013, 0.003, 15.33, 30.28, 98.27, 715.5, 0.129, 0.151, 0.062, 0.08, 0.223, 0.076, B
13.74, 17.91, 88.12, 585.0, 0.079, 0.064, 0.029, 0.013, 0.147, 0.056, 0.25, 0.757, 1.573, 21.47, 0.003, 0.016, 0.018, 0.006, 0.013, 0.002, 15.34, 22.46, 97.19, 725.9, 0.097, 0.182, 0.156, 0.06, 0.235, 0.07, B
8.726, 15.83, 55.84, 230.9, 0.115, 0.082, 0.041, 0.019, 0.165, 0.076, 0.166, 0.586, 1.354, 8.966, 0.008, 0.022, 0.033, 0.01, 0.017, 0.004, 9.628, 19.62, 64.48, 284.4, 0.172, 0.236, 0.246, 0.105, 0.293, 0.102, B
12.58, 18.4, 79.83, 489.0, 0.084, 0.042, 0.002, 0.003, 0.17, 0.059, 0.272, 1.35, 1.721, 22.45, 0.006, 0.008, 0.002, 0.003, 0.026, 0.002, 13.5, 23.08, 85.56, 564.1, 0.104, 0.066, 0.006, 0.009, 0.25, 0.064, B
11.13, 22.44, 71.49, 378.4, 0.096, 0.082, 0.048, 0.023, 0.203, 0.066, 0.28, 1.467, 1.994, 17.85, 0.003, 0.031, 0.034, 0.01, 0.029, 0.005, 12.02, 28.26, 77.8, 436.6, 0.109, 0.178, 0.156, 0.064, 0.317, 0.08, B
9.731, 15.34, 63.78, 300.2, 0.107, 0.16, 0.411, 0.079, 0.255, 0.093, 0.824, 2.664, 4.073, 49.85, 0.011, 0.096, 0.396, 0.053, 0.035, 0.03, 11.02, 19.49, 71.04, 380.5, 0.129, 0.277, 0.822, 0.157, 0.311, 0.126, B
11.84, 18.94, 75.51, 428.0, 0.089, 0.069, 0.027, 0.014, 0.153, 0.061, 0.222, 0.865, 1.444, 17.12, 0.006, 0.017, 0.02, 0.007, 0.016, 0.003, 13.3, 24.99, 85.22, 546.3, 0.128, 0.188, 0.147, 0.069, 0.254, 0.08, B
13.14, 20.74, 85.98, 536.9, 0.087, 0.109, 0.108, 0.035, 0.156, 0.06, 0.315, 0.788, 2.312, 27.4, 0.007, 0.032, 0.046, 0.013, 0.016, 0.003, 14.8, 25.46, 100.9, 689.1, 0.135, 0.355, 0.45, 0.118, 0.256, 0.082, B
14.42, 16.54, 94.15, 641.2, 0.098, 0.114, 0.08, 0.042, 0.191, 0.064, 0.349, 0.771, 2.677, 32.14, 0.005, 0.031, 0.038, 0.012, 0.019, 0.003, 16.67, 21.51, 111.4, 862.1, 0.129, 0.337, 0.376, 0.141, 0.305, 0.088, B
10.66, 15.15, 67.49, 349.6, 0.088, 0.043, 0.0, 0.0, 0.193, 0.06, 0.331, 1.925, 2.155, 21.98, 0.009, 0.01, 0.0, 0.0, 0.033, 0.001, 11.54, 19.2, 73.2, 408.3, 0.108, 0.068, 0.0, 0.0, 0.271, 0.062, B
16.84, 19.46, 108.4, 880.2, 0.074, 0.072, 0.052, 0.028, 0.184, 0.053, 0.479, 2.06, 3.479, 46.61, 0.003, 0.027, 0.031, 0.011, 0.015, 0.002, 18.22, 28.07, 120.3, 1032.0, 0.088, 0.171, 0.188, 0.084, 0.253, 0.06, B
12.22, 20.04, 79.47, 453.1, 0.11, 0.115, 0.082, 0.022, 0.212, 0.069, 0.181, 0.796, 0.986, 12.58, 0.006, 0.022, 0.04, 0.01, 0.013, 0.004, 13.16, 24.17, 85.13, 515.3, 0.14, 0.232, 0.354, 0.081, 0.271, 0.088, B
12.34, 12.27, 78.94, 468.5, 0.09, 0.063, 0.03, 0.026, 0.169, 0.058, 0.117, 0.496, 0.771, 8.955, 0.004, 0.009, 0.009, 0.006, 0.011, 0.001, 13.61, 19.27, 87.22, 564.9, 0.129, 0.207, 0.179, 0.107, 0.311, 0.076, B
12.86, 18.0, 83.19, 506.3, 0.099, 0.095, 0.039, 0.023, 0.172, 0.06, 0.266, 1.095, 1.778, 20.35, 0.005, 0.017, 0.021, 0.008, 0.017, 0.003, 14.24, 24.82, 91.88, 622.1, 0.129, 0.214, 0.173, 0.079, 0.278, 0.079, B
11.5, 18.45, 73.28, 407.4, 0.093, 0.06, 0.026, 0.021, 0.183, 0.059, 0.393, 0.843, 2.684, 26.99, 0.006, 0.011, 0.012, 0.009, 0.023, 0.001, 12.97, 22.46, 83.12, 508.9, 0.118, 0.105, 0.081, 0.065, 0.274, 0.065, B
9.405, 21.7, 59.6, 271.2, 0.104, 0.062, 0.02, 0.013, 0.202, 0.066, 0.43, 2.878, 2.759, 25.17, 0.015, 0.017, 0.014, 0.009, 0.03, 0.005, 10.85, 31.24, 68.73, 359.4, 0.153, 0.119, 0.061, 0.038, 0.287, 0.083, B
