@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
14.42, 19.77, 94.48, 642.5, 0.098, 0.114, 0.094, 0.058, 0.188, 0.064, 0.29, 1.851, 2.376, 26.85, 0.008, 0.029, 0.033, 0.014, 0.015, 0.004, 16.33, 30.86, 109.5, 826.4, 0.143, 0.303, 0.319, 0.156, 0.272, 0.094, M
19.27, 26.47, 127.9, 1162.0, 0.094, 0.172, 0.166, 0.076, 0.185, 0.063, 0.556, 0.606, 3.528, 68.17, 0.005, 0.033, 0.035, 0.01, 0.015, 0.004, 24.15, 30.9, 161.4, 1813.0, 0.151, 0.659, 0.609, 0.178, 0.367, 0.112, M
13.0, 21.82, 87.5, 519.8, 0.127, 0.193, 0.186, 0.094, 0.235, 0.074, 0.306, 1.002, 2.406, 24.32, 0.006, 0.035, 0.036, 0.012, 0.021, 0.004, 15.49, 30.73, 106.2, 739.3, 0.17, 0.54, 0.539, 0.206, 0.438, 0.107, M
20.51, 27.81, 134.4, 1319.0, 0.092, 0.107, 0.155, 0.083, 0.145, 0.056, 0.524, 1.189, 3.767, 70.01, 0.005, 0.021, 0.035, 0.011, 0.013, 0.003, 24.47, 37.38, 162.7, 1872.0, 0.122, 0.276, 0.415, 0.156, 0.244, 0.083, M
17.2, 24.52, 114.2, 929.4, 0.107, 0.183, 0.169, 0.079, 0.193, 0.065, 0.591, 1.041, 3.705, 69.47, 0.006, 0.056, 0.043, 0.011, 0.015, 0.006, 23.32, 33.82, 151.6, 1681.0, 0.158, 0.739, 0.657, 0.19, 0.331, 0.134, M
18.66, 17.12, 121.4, 1077.0, 0.105, 0.11, 0.146, 0.087, 0.197, 0.062, 0.713, 1.581, 4.895, 90.47, 0.008, 0.021, 0.033, 0.016, 0.02, 0.005, 22.25, 24.9, 145.4, 1549.0, 0.15, 0.229, 0.327, 0.167, 0.289, 0.085, M
16.27, 20.71, 106.9, 813.7, 0.117, 0.132, 0.148, 0.085, 0.195, 0.063, 0.438, 1.232, 3.27, 44.41, 0.007, 0.021, 0.032, 0.014, 0.015, 0.003, 19.28, 30.38, 129.8, 1121.0, 0.159, 0.295, 0.36, 0.158, 0.31, 0.082, M
24.25, 20.2, 166.2, 1761.0, 0.145, 0.287, 0.427, 0.201, 0.266, 0.069, 1.509, 3.12, 9.807, 233.0, 0.023, 0.098, 0.128, 0.018, 0.045, 0.01, 26.02, 23.99, 180.9, 2073.0, 0.17, 0.424, 0.58, 0.225, 0.322, 0.08, M
12.46, 24.04, 83.97, 475.9, 0.119, 0.24, 0.227, 0.085, 0.203, 0.082, 0.298, 1.599, 2.039, 23.94, 0.007, 0.072, 0.077, 0.014, 0.018, 0.01, 15.09, 40.68, 97.65, 711.4, 0.185, 1.058, 1.105, 0.221, 0.437, 0.208, M
16.11, 18.05, 105.1, 813.0, 0.097, 0.114, 0.094, 0.059, 0.186, 0.062, 0.705, 1.332, 4.533, 74.08, 0.007, 0.019, 0.031, 0.012, 0.019, 0.003, 19.92, 25.27, 129.0, 1233.0, 0.131, 0.224, 0.28, 0.122, 0.279, 0.082, M
15.85, 23.95, 103.7, 782.7, 0.084, 0.1, 0.099, 0.054, 0.185, 0.053, 0.403, 1.078, 2.903, 36.58, 0.01, 0.031, 0.051, 0.02, 0.03, 0.003, 16.84, 27.66, 112.0, 876.5, 0.113, 0.192, 0.232, 0.112, 0.281, 0.063, M
11.26, 19.96, 73.72, 394.1, 0.08, 0.118, 0.093, 0.056, 0.26, 0.062, 0.487, 1.905, 2.877, 34.68, 0.016, 0.083, 0.081, 0.035, 0.034, 0.007, 11.86, 22.33, 78.27, 437.6, 0.103, 0.184, 0.155, 0.093, 0.296, 0.07, B
10.2, 17.48, 65.05, 321.2, 0.081, 0.059, 0.058, 0.011, 0.196, 0.063, 0.357, 1.922, 2.747, 22.79, 0.005, 0.031, 0.058, 0.011, 0.026, 0.005, 11.48, 24.47, 75.4, 403.7, 0.095, 0.14, 0.192, 0.036, 0.287, 0.078, B
11.57, 19.04, 74.2, 409.7, 0.085, 0.077, 0.055, 0.014, 0.203, 0.063, 0.286, 1.44, 2.206, 20.3, 0.007, 0.02, 0.044, 0.009, 0.019, 0.003, 13.07, 26.98, 86.43, 520.5, 0.125, 0.194, 0.256, 0.067, 0.304, 0.083, B
14.86, 16.94, 94.89, 673.7, 0.089, 0.071, 0.033, 0.029, 0.157, 0.057, 0.303, 0.668, 1.612, 23.92, 0.006, 0.017, 0.015, 0.008, 0.016, 0.002, 16.31, 20.54, 102.3, 777.5, 0.122, 0.155, 0.122, 0.08, 0.252, 0.068, B
11.43, 17.31, 73.66, 398.0, 0.109, 0.095, 0.02, 0.019, 0.164, 0.066, 0.284, 1.908, 1.937, 21.38, 0.007, 0.017, 0.012, 0.01, 0.023, 0.004, 12.78, 26.76, 82.66, 503.0, 0.141, 0.179, 0.077, 0.064, 0.258, 0.081, B
13.94, 13.17, 90.31, 594.2, 0.125, 0.098, 0.101, 0.066, 0.198, 0.065, 0.546, 2.635, 4.091, 44.74, 0.01, 0.032, 0.048, 0.029, 0.017, 0.006, 14.62, 15.38, 94.52, 653.3, 0.139, 0.136, 0.156, 0.102, 0.216, 0.073, B
12.16, 18.03, 78.29, 455.3, 0.091, 0.078, 0.029, 0.015, 0.146, 0.063, 0.219, 1.19, 1.678, 16.26, 0.005, 0.017, 0.014, 0.005, 0.015, 0.002, 13.34, 27.87, 88.83, 547.4, 0.121, 0.228, 0.162, 0.057, 0.241, 0.077, B
7.76, 24.54, 47.92, 181.0, 0.053, 0.044, 0.0, 0.0, 0.159, 0.059, 0.386, 1.428, 2.548, 19.15, 0.007, 0.005, 0.0, 0.0, 0.027, 0.003, 9.456, 30.37, 59.16, 268.6, 0.09, 0.064, 0.0, 0.0, 0.287, 0.07, B
11.47, 16.03, 73.02, 402.7, 0.091, 0.059, 0.026, 0.023, 0.163, 0.064, 0.171, 0.762, 1.09, 12.25, 0.009, 0.009, 0.009, 0.006, 0.018, 0.003, 12.51, 20.79, 79.67, 475.8, 0.153, 0.112, 0.098, 0.065, 0.285, 0.088, B
11.99, 24.89, 77.61, 441.3, 0.103, 0.092, 0.054, 0.043, 0.182, 0.068, 0.262, 1.204, 1.865, 19.39, 0.008, 0.02, 0.023, 0.017, 0.021, 0.004, 12.98, 30.36, 84.48, 513.9, 0.131, 0.182, 0.161, 0.12, 0.26, 0.083, B
14.62, 24.02, 94.57, 662.7, 0.09, 0.086, 0.031, 0.03, 0.168, 0.059, 0.372, 1.111, 2.279, 33.76, 0.005, 0.018, 0.011, 0.009, 0.021, 0.003, 16.11, 29.11, 102.9, 803.7, 0.112, 0.177, 0.092, 0.069, 0.252, 0.072, B
12.87, 19.54, 82.67, 509.2, 0.091, 0.079, 0.018, 0.021, 0.186, 0.063, 0.366, 0.769, 2.597, 26.5, 0.006, 0.014, 0.007, 0.007, 0.022, 0.002, 14.45, 24.38, 95.14, 626.9, 0.121, 0.165, 0.071, 0.064, 0.331, 0.077, B
10.16, 19.59, 64.73, 311.7, 0.1, 0.075, 0.005, 0.011, 0.179, 0.063, 0.244, 2.09, 1.648, 16.8, 0.013, 0.022, 0.004, 0.007, 0.026, 0.002, 10.65, 22.88, 67.88, 347.3, 0.126, 0.12, 0.01, 0.022, 0.226, 0.067, B
13.66, 19.13, 89.46, 575.3, 0.091, 0.115, 0.097, 0.048, 0.185, 0.062, 0.224, 0.895, 1.804, 19.36, 0.004, 0.028, 0.037, 0.013, 0.016, 0.004, 15.14, 25.5, 101.4, 708.8, 0.115, 0.317, 0.366, 0.141, 0.274, 0.088, B
12.95, 16.02, 83.14, 513.7, 0.1, 0.079, 0.062, 0.034, 0.173, 0.065, 0.209, 0.764, 1.231, 17.67, 0.009, 0.02, 0.023, 0.011, 0.026, 0.005, 13.74, 19.93, 88.81, 585.4, 0.148, 0.207, 0.224, 0.106, 0.338, 0.096, B
9.173, 13.86, 59.2, 260.9, 0.077, 0.088, 0.06, 0.022, 0.234, 0.07, 0.41, 2.265, 2.608, 23.52, 0.009, 0.039, 0.043, 0.016, 0.042, 0.006, 10.01, 19.23, 65.59, 310.1, 0.098, 0.168, 0.14, 0.051, 0.328, 0.085, B
11.04, 16.83, 70.92, 373.2, 0.108, 0.078, 0.03, 0.025, 0.171, 0.063, 0.197, 1.387, 1.342, 13.54, 0.005, 0.009, 0.011, 0.007, 0.017, 0.002, 12.41, 26.44, 79.93, 471.4, 0.137, 0.148, 0.107, 0.074, 0.3, 0.079, B
14.26, 18.17, 91.22, 633.1, 0.066, 0.052, 0.025, 0.014, 0.164, 0.056, 0.23, 0.669, 1.661, 20.56, 0.003, 0.014, 0.011, 0.005, 0.011, 0.002, 16.22, 25.26, 105.8, 819.7, 0.094, 0.217, 0.156, 0.075, 0.264, 0.077, B
13.2, 17.43, 84.13, 541.6, 0.072, 0.045, 0.043, 0.011, 0.149, 0.056, 0.163, 1.601, 0.873, 13.56, 0.006, 0.016, 0.031, 0.005, 0.02, 0.002, 13.94, 27.82, 88.28, 602.0, 0.11, 0.151, 0.23, 0.05, 0.277, 0.072, B
12.75, 16.7, 82.51, 493.8, 0.112, 0.112, 0.039, 0.03, 0.212, 0.066, 0.383, 1.003, 2.495, 28.62, 0.008, 0.016, 0.02, 0.009, 0.018, 0.004, 14.45, 21.74, 93.63, 624.1, 0.148, 0.198, 0.142, 0.08, 0.307, 0.086, B
14.26, 19.65, 97.83, 629.9, 0.078, 0.223, 0.3, 0.078, 0.17, 0.078, 0.363, 1.49, 3.399, 29.25, 0.005, 0.074, 0.144, 0.023, 0.026, 0.013, 15.3, 23.73, 107.0, 709.0, 0.089, 0.419, 0.678, 0.15, 0.24, 0.108, B
14.4, 26.99, 92.25, 646.1, 0.07, 0.052, 0.035, 0.017, 0.171, 0.054, 0.232, 0.911, 1.727, 20.52, 0.005, 0.017, 0.02, 0.006, 0.014, 0.002, 15.4, 31.98, 100.4, 734.6, 0.102, 0.146, 0.147, 0.056, 0.234, 0.065, B
9.333, 21.94, 59.01, 264.0, 0.092, 0.056, 0.04, 0.013, 0.169, 0.066, 0.301, 1.879, 2.121, 17.86, 0.011, 0.018, 0.04, 0.013, 0.038, 0.005, 9.845, 25.05, 62.86, 295.8, 0.11, 0.083, 0.08, 0.026, 0.244, 0.074, B
12.49, 16.85, 79.19, 481.6, 0.085, 0.038, 0.004, 0.006, 0.122, 0.057, 0.172, 0.715, 1.047, 12.69, 0.005, 0.003, 0.003, 0.003, 0.014, 0.001, 13.34, 19.71, 84.48, 544.2, 0.11, 0.05, 0.019, 0.028, 0.192, 0.062, B
11.13, 16.62, 70.47, 381.1, 0.082, 0.038, 0.014, 0.014, 0.151, 0.061, 0.142, 0.967, 0.968, 9.704, 0.006, 0.006, 0.009, 0.006, 0.02, 0.002, 11.68, 20.29, 74.35, 421.1, 0.103, 0.062, 0.046, 0.04, 0.238, 0.071, B
10.03, 21.28, 63.19, 307.3, 0.081, 0.039, 0.002, 0.005, 0.163, 0.064, 0.185, 1.341, 1.184, 11.6, 0.006, 0.006, 0.002, 0.004, 0.014, 0.002, 11.11, 28.94, 69.92, 376.3, 0.113, 0.071, 0.012, 0.026, 0.235, 0.081, B
11.71, 16.67, 74.72, 423.6, 0.105, 0.061, 0.036, 0.026, 0.134, 0.059, 0.449, 2.508, 3.258, 34.37, 0.007, 0.014, 0.027, 0.013, 0.014, 0.004, 13.33, 25.48, 86.16, 546.7, 0.127, 0.103, 0.105, 0.07, 0.171, 0.073, B
13.05, 13.84, 82.71, 530.6, 0.084, 0.037, 0.005, 0.009, 0.145, 0.055, 0.398, 0.828, 2.567, 33.01, 0.004, 0.005, 0.003, 0.005, 0.014, 0.002, 14.73, 17.4, 93.96, 672.4, 0.102, 0.058, 0.018, 0.035, 0.211, 0.066, B
15.27, 12.91, 98.17, 725.5, 0.082, 0.062, 0.059, 0.032, 0.136, 0.055, 0.213, 0.363, 1.525, 20.0, 0.004, 0.012, 0.018, 0.007, 0.01, 0.002, 17.38, 15.92, 113.7, 932.7, 0.122, 0.219, 0.296, 0.104, 0.232, 0.075, B
10.6, 18.95, 69.28, 346.4, 0.097, 0.115, 0.064, 0.026, 0.192, 0.065, 0.45, 1.197, 3.43, 27.1, 0.007, 0.036, 0.034, 0.014, 0.035, 0.003, 11.88, 22.94, 78.28, 424.8, 0.121, 0.252, 0.192, 0.079, 0.294, 0.076, B
12.88, 18.22, 84.45, 493.1, 0.122, 0.166, 0.048, 0.053, 0.171, 0.073, 0.443, 1.169, 3.176, 34.37, 0.005, 0.023, 0.014, 0.012, 0.018, 0.003, 15.05, 24.37, 99.31, 674.7, 0.146, 0.296, 0.125, 0.11, 0.258, 0.089, B
12.4, 17.68, 81.47, 467.8, 0.105, 0.132, 0.077, 0.028, 0.181, 0.071, 0.177, 1.46, 2.204, 15.43, 0.01, 0.033, 0.049, 0.012, 0.022, 0.006, 12.88, 22.91, 89.61, 515.8, 0.145, 0.263, 0.24, 0.074, 0.256, 0.094, B
11.66, 17.07, 73.7, 421.0, 0.076, 0.036, 0.008, 0.012, 0.167, 0.057, 0.353, 0.672, 2.225, 26.03, 0.007, 0.007, 0.006, 0.006, 0.022, 0.003, 13.28, 19.74, 83.61, 542.5, 0.1, 0.065, 0.03, 0.043, 0.273, 0.068, B
11.93, 10.91, 76.14, 442.7, 0.089, 0.052, 0.026, 0.018, 0.16, 0.055, 0.252, 1.045, 1.649, 18.95, 0.006, 0.012, 0.014, 0.006, 0.011, 0.002, 13.8, 20.14, 87.64, 589.5, 0.137, 0.158, 0.151, 0.069, 0.246, 0.073, B
10.08, 15.11, 63.76, 317.5, 0.093, 0.047, 0.002, 0.002, 0.17, 0.06, 0.424, 1.268, 2.68, 26.43, 0.014, 0.012, 0.002, 0.002, 0.025, 0.003, 11.87, 21.18, 75.39, 437.0, 0.152, 0.102, 0.007, 0.01, 0.293, 0.077, B
13.21, 28.06, 84.88, 538.4, 0.087, 0.069, 0.03, 0.033, 0.163, 0.058, 0.235, 1.597, 1.539, 17.85, 0.005, 0.014, 0.015, 0.009, 0.017, 0.001, 14.37, 37.17, 92.48, 629.6, 0.107, 0.138, 0.106, 0.08, 0.247, 0.064, B
