@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
20.92, 25.09, 143.0, 1347.0, 0.11, 0.224, 0.317, 0.147, 0.215, 0.069, 0.962, 1.026, 8.758, 118.8, 0.006, 0.043, 0.078, 0.026, 0.021, 0.006, 24.29, 29.41, 179.1, 1819.0, 0.141, 0.419, 0.66, 0.254, 0.293, 0.099, M
19.45, 19.33, 126.5, 1169.0, 0.104, 0.119, 0.138, 0.086, 0.178, 0.056, 0.596, 0.634, 3.797, 71.0, 0.005, 0.018, 0.027, 0.013, 0.014, 0.003, 25.7, 24.57, 163.1, 1972.0, 0.15, 0.316, 0.432, 0.2, 0.338, 0.09, M
19.68, 21.68, 129.9, 1194.0, 0.098, 0.134, 0.186, 0.11, 0.208, 0.057, 0.623, 2.284, 5.173, 67.66, 0.005, 0.034, 0.043, 0.018, 0.038, 0.003, 22.75, 34.66, 157.6, 1540.0, 0.122, 0.346, 0.473, 0.226, 0.404, 0.079, M
15.46, 11.89, 102.5, 736.9, 0.126, 0.156, 0.203, 0.11, 0.197, 0.071, 0.421, 0.658, 2.805, 44.64, 0.005, 0.023, 0.043, 0.013, 0.018, 0.004, 18.79, 17.04, 125.0, 1102.0, 0.153, 0.358, 0.583, 0.183, 0.322, 0.101, M
25.22, 24.91, 171.5, 1878.0, 0.106, 0.266, 0.334, 0.184, 0.183, 0.068, 0.897, 1.474, 7.382, 120.0, 0.008, 0.057, 0.057, 0.02, 0.011, 0.006, 30.0, 33.62, 211.7, 2562.0, 0.157, 0.608, 0.648, 0.287, 0.236, 0.105, M
11.8, 16.58, 78.99, 432.0, 0.109, 0.17, 0.166, 0.074, 0.268, 0.074, 0.32, 1.426, 2.281, 24.72, 0.005, 0.036, 0.046, 0.018, 0.056, 0.005, 13.74, 26.38, 91.93, 591.7, 0.138, 0.409, 0.45, 0.186, 0.577, 0.103, M
13.81, 23.75, 91.56, 597.8, 0.132, 0.177, 0.156, 0.092, 0.225, 0.074, 0.565, 1.93, 3.909, 52.72, 0.009, 0.031, 0.031, 0.013, 0.02, 0.005, 19.2, 41.85, 128.5, 1153.0, 0.223, 0.521, 0.465, 0.201, 0.443, 0.109, M
19.4, 23.5, 129.1, 1155.0, 0.103, 0.156, 0.205, 0.089, 0.198, 0.06, 0.524, 1.802, 4.037, 60.41, 0.011, 0.033, 0.039, 0.016, 0.022, 0.004, 21.65, 30.53, 144.9, 1417.0, 0.146, 0.297, 0.346, 0.156, 0.292, 0.076, M
27.42, 26.27, 186.9, 2501.0, 0.108, 0.199, 0.364, 0.169, 0.206, 0.056, 2.547, 1.306, 18.65, 542.2, 0.008, 0.054, 0.081, 0.026, 0.017, 0.005, 36.04, 31.37, 251.2, 4254.0, 0.136, 0.426, 0.683, 0.262, 0.264, 0.074, M
11.32, 27.08, 71.76, 395.7, 0.069, 0.038, 0.016, 0.003, 0.187, 0.056, 0.121, 0.893, 1.059, 8.605, 0.004, 0.016, 0.016, 0.003, 0.015, 0.002, 12.08, 33.75, 79.82, 452.3, 0.092, 0.143, 0.109, 0.021, 0.285, 0.071, B
10.26, 12.22, 65.75, 321.6, 0.1, 0.075, 0.019, 0.02, 0.18, 0.066, 0.191, 0.548, 1.348, 11.88, 0.006, 0.014, 0.008, 0.007, 0.019, 0.002, 11.38, 15.65, 73.23, 394.5, 0.134, 0.165, 0.086, 0.067, 0.294, 0.077, B
11.76, 21.6, 74.72, 427.9, 0.086, 0.05, 0.017, 0.011, 0.15, 0.059, 0.406, 1.21, 2.635, 28.47, 0.006, 0.01, 0.012, 0.007, 0.024, 0.002, 12.98, 25.72, 82.98, 516.5, 0.108, 0.086, 0.055, 0.037, 0.243, 0.066, B
14.41, 19.73, 96.03, 651.0, 0.088, 0.168, 0.136, 0.066, 0.171, 0.072, 0.881, 1.77, 4.36, 77.11, 0.008, 0.106, 0.1, 0.028, 0.041, 0.023, 15.77, 22.13, 101.7, 767.3, 0.1, 0.247, 0.222, 0.102, 0.227, 0.088, B
11.46, 18.16, 73.59, 403.1, 0.089, 0.077, 0.033, 0.015, 0.141, 0.062, 0.328, 1.059, 2.475, 22.93, 0.007, 0.027, 0.022, 0.008, 0.019, 0.003, 12.68, 21.61, 82.69, 489.8, 0.114, 0.179, 0.123, 0.055, 0.221, 0.076, B
13.69, 16.07, 87.84, 579.1, 0.083, 0.064, 0.026, 0.02, 0.187, 0.057, 0.17, 0.507, 1.372, 14.0, 0.004, 0.016, 0.012, 0.006, 0.019, 0.002, 14.84, 20.21, 99.16, 670.6, 0.11, 0.21, 0.135, 0.07, 0.332, 0.077, B
12.3, 15.9, 78.83, 463.7, 0.081, 0.073, 0.038, 0.017, 0.167, 0.055, 0.238, 0.836, 1.687, 18.32, 0.006, 0.022, 0.021, 0.006, 0.02, 0.002, 13.35, 19.59, 86.65, 546.7, 0.11, 0.165, 0.142, 0.048, 0.248, 0.063, B
8.219, 20.7, 53.27, 203.9, 0.094, 0.13, 0.132, 0.022, 0.222, 0.083, 0.194, 1.962, 1.243, 10.21, 0.012, 0.054, 0.078, 0.01, 0.023, 0.012, 9.092, 29.72, 58.08, 249.8, 0.163, 0.431, 0.538, 0.079, 0.332, 0.149, B
11.49, 14.59, 73.99, 404.9, 0.105, 0.082, 0.053, 0.02, 0.178, 0.066, 0.203, 1.166, 1.567, 14.34, 0.005, 0.021, 0.042, 0.008, 0.018, 0.004, 12.4, 21.9, 82.04, 467.6, 0.135, 0.201, 0.26, 0.074, 0.294, 0.092, B
12.0, 28.23, 76.77, 442.5, 0.084, 0.064, 0.041, 0.019, 0.162, 0.061, 0.191, 1.705, 1.516, 13.86, 0.007, 0.026, 0.029, 0.009, 0.017, 0.004, 13.09, 37.88, 85.07, 523.7, 0.121, 0.186, 0.181, 0.071, 0.245, 0.082, B
14.87, 20.21, 96.12, 680.9, 0.096, 0.083, 0.068, 0.05, 0.149, 0.057, 0.232, 1.636, 1.596, 21.84, 0.005, 0.014, 0.022, 0.012, 0.02, 0.002, 16.01, 28.48, 103.9, 783.6, 0.122, 0.139, 0.17, 0.102, 0.237, 0.066, B
12.9, 15.92, 83.74, 512.2, 0.087, 0.095, 0.049, 0.031, 0.178, 0.062, 0.214, 0.771, 1.689, 16.64, 0.005, 0.016, 0.015, 0.008, 0.021, 0.002, 14.48, 21.82, 97.17, 643.8, 0.131, 0.255, 0.209, 0.101, 0.355, 0.081, B
10.51, 23.09, 66.85, 334.2, 0.102, 0.068, 0.025, 0.019, 0.17, 0.066, 0.287, 1.143, 2.289, 20.56, 0.01, 0.014, 0.019, 0.012, 0.035, 0.002, 10.93, 24.22, 70.1, 362.7, 0.114, 0.086, 0.042, 0.031, 0.223, 0.068, B
13.38, 30.72, 86.34, 557.2, 0.092, 0.074, 0.028, 0.033, 0.138, 0.06, 0.341, 1.924, 2.287, 28.93, 0.006, 0.012, 0.008, 0.009, 0.016, 0.003, 15.05, 41.61, 96.69, 705.6, 0.117, 0.142, 0.07, 0.078, 0.22, 0.077, B
12.94, 16.17, 83.18, 507.6, 0.099, 0.088, 0.033, 0.024, 0.174, 0.062, 0.146, 0.905, 0.998, 11.36, 0.003, 0.013, 0.016, 0.007, 0.019, 0.002, 13.86, 23.02, 89.69, 580.9, 0.117, 0.196, 0.181, 0.084, 0.33, 0.078, B
9.295, 13.9, 59.96, 257.8, 0.137, 0.122, 0.033, 0.024, 0.22, 0.077, 0.354, 1.13, 2.388, 19.63, 0.015, 0.025, 0.022, 0.016, 0.04, 0.004, 10.57, 17.84, 67.84, 326.6, 0.185, 0.21, 0.1, 0.073, 0.368, 0.09, B
10.82, 24.21, 68.89, 361.6, 0.082, 0.066, 0.015, 0.008, 0.198, 0.063, 0.52, 1.918, 3.564, 33.0, 0.008, 0.019, 0.013, 0.006, 0.025, 0.003, 13.03, 31.45, 83.9, 505.6, 0.12, 0.163, 0.062, 0.033, 0.306, 0.076, B
14.64, 16.85, 94.21, 666.0, 0.086, 0.067, 0.052, 0.028, 0.141, 0.054, 0.22, 1.006, 1.471, 19.98, 0.004, 0.014, 0.018, 0.006, 0.013, 0.001, 16.46, 25.44, 106.0, 831.0, 0.114, 0.207, 0.244, 0.078, 0.246, 0.066, B
13.34, 15.86, 86.49, 520.0, 0.108, 0.154, 0.117, 0.07, 0.194, 0.069, 0.286, 1.016, 1.535, 12.96, 0.007, 0.036, 0.04, 0.014, 0.021, 0.005, 15.53, 23.19, 96.66, 614.9, 0.154, 0.479, 0.486, 0.171, 0.353, 0.102, B
12.31, 16.52, 79.19, 470.9, 0.092, 0.068, 0.034, 0.023, 0.172, 0.059, 0.25, 1.025, 1.74, 19.68, 0.005, 0.018, 0.018, 0.008, 0.014, 0.002, 14.11, 23.21, 89.71, 611.1, 0.118, 0.184, 0.17, 0.087, 0.262, 0.076, B
13.75, 23.77, 88.54, 590.0, 0.08, 0.068, 0.047, 0.023, 0.177, 0.054, 0.435, 1.057, 2.829, 39.93, 0.004, 0.027, 0.034, 0.01, 0.026, 0.003, 15.01, 26.34, 98.0, 706.0, 0.094, 0.144, 0.136, 0.061, 0.266, 0.063, B
13.85, 19.6, 88.68, 592.6, 0.087, 0.063, 0.013, 0.023, 0.156, 0.057, 0.342, 1.678, 2.331, 29.63, 0.006, 0.011, 0.006, 0.007, 0.02, 0.002, 15.63, 28.01, 100.9, 749.1, 0.112, 0.114, 0.048, 0.059, 0.251, 0.069, B
8.888, 14.64, 58.79, 244.0, 0.098, 0.153, 0.086, 0.029, 0.19, 0.09, 0.526, 0.852, 3.168, 25.44, 0.017, 0.094, 0.057, 0.018, 0.025, 0.022, 9.733, 15.67, 62.56, 284.4, 0.121, 0.244, 0.143, 0.048, 0.225, 0.108, B
12.72, 13.78, 81.78, 492.1, 0.097, 0.084, 0.013, 0.019, 0.164, 0.061, 0.181, 0.693, 1.34, 13.38, 0.006, 0.012, 0.007, 0.008, 0.014, 0.001, 13.5, 17.48, 88.54, 553.7, 0.13, 0.147, 0.052, 0.063, 0.237, 0.069, B
11.22, 19.86, 71.94, 387.3, 0.105, 0.068, 0.005, 0.008, 0.194, 0.06, 0.298, 1.966, 1.959, 19.62, 0.013, 0.011, 0.003, 0.005, 0.042, 0.002, 11.98, 25.78, 76.91, 436.1, 0.142, 0.097, 0.013, 0.02, 0.329, 0.065, B
9.668, 18.1, 61.06, 286.3, 0.083, 0.054, 0.015, 0.006, 0.168, 0.064, 0.342, 1.312, 2.275, 20.98, 0.011, 0.013, 0.01, 0.004, 0.027, 0.003, 11.15, 24.62, 71.11, 380.2, 0.139, 0.126, 0.064, 0.025, 0.306, 0.079, B
12.1, 17.72, 78.07, 446.2, 0.103, 0.098, 0.048, 0.033, 0.194, 0.062, 0.284, 1.652, 1.869, 22.22, 0.008, 0.016, 0.018, 0.008, 0.02, 0.002, 13.56, 25.8, 88.33, 559.5, 0.143, 0.177, 0.16, 0.063, 0.305, 0.071, B
13.46, 28.21, 85.89, 562.1, 0.075, 0.047, 0.013, 0.011, 0.142, 0.058, 0.169, 1.15, 1.4, 14.91, 0.005, 0.012, 0.008, 0.005, 0.014, 0.002, 14.69, 35.63, 97.11, 680.6, 0.111, 0.146, 0.079, 0.058, 0.269, 0.071, B
14.34, 13.47, 92.51, 641.2, 0.099, 0.076, 0.057, 0.046, 0.208, 0.054, 0.522, 0.812, 3.763, 48.29, 0.007, 0.014, 0.024, 0.013, 0.023, 0.001, 16.77, 16.9, 110.4, 873.2, 0.13, 0.152, 0.163, 0.109, 0.306, 0.061, B
10.86, 21.48, 68.51, 360.5, 0.074, 0.042, 0.0, 0.0, 0.166, 0.059, 0.316, 1.304, 2.115, 20.67, 0.01, 0.011, 0.0, 0.0, 0.03, 0.002, 11.66, 24.77, 74.08, 412.3, 0.1, 0.073, 0.0, 0.0, 0.246, 0.066, B
16.3, 15.7, 104.7, 819.8, 0.094, 0.067, 0.055, 0.046, 0.171, 0.057, 0.207, 0.471, 1.146, 20.67, 0.007, 0.012, 0.025, 0.014, 0.013, 0.003, 17.32, 17.76, 109.8, 928.2, 0.135, 0.136, 0.195, 0.136, 0.23, 0.072, B
12.05, 22.72, 78.75, 447.8, 0.069, 0.107, 0.079, 0.03, 0.12, 0.067, 0.119, 1.434, 1.778, 9.549, 0.005, 0.046, 0.043, 0.017, 0.025, 0.007, 12.57, 28.71, 87.36, 488.4, 0.088, 0.321, 0.291, 0.109, 0.219, 0.093, B
12.46, 12.83, 78.83, 477.3, 0.074, 0.04, 0.007, 0.011, 0.161, 0.06, 0.328, 1.486, 2.108, 24.6, 0.01, 0.01, 0.006, 0.008, 0.029, 0.005, 13.19, 16.36, 83.24, 534.0, 0.094, 0.065, 0.017, 0.027, 0.228, 0.07, B
12.88, 28.92, 82.5, 514.3, 0.081, 0.058, 0.062, 0.023, 0.157, 0.057, 0.212, 1.36, 1.502, 16.83, 0.008, 0.022, 0.039, 0.008, 0.017, 0.003, 13.89, 35.74, 88.84, 595.7, 0.123, 0.162, 0.244, 0.065, 0.237, 0.072, B
11.36, 17.57, 72.49, 399.8, 0.089, 0.053, 0.028, 0.021, 0.16, 0.059, 0.192, 1.555, 1.359, 13.66, 0.005, 0.01, 0.012, 0.006, 0.013, 0.002, 13.05, 36.32, 85.07, 521.3, 0.145, 0.162, 0.181, 0.087, 0.297, 0.077, B
10.17, 14.88, 64.55, 311.9, 0.113, 0.081, 0.011, 0.013, 0.274, 0.07, 0.516, 1.441, 3.312, 34.62, 0.008, 0.011, 0.008, 0.008, 0.042, 0.006, 11.02, 17.45, 69.86, 368.6, 0.128, 0.099, 0.022, 0.026, 0.356, 0.08, B
