@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
19.55, 28.77, 133.6, 1207.0, 0.093, 0.206, 0.178, 0.114, 0.189, 0.062, 0.843, 1.199, 7.158, 106.4, 0.006, 0.048, 0.039, 0.015, 0.019, 0.005, 25.05, 36.27, 178.6, 1926.0, 0.128, 0.533, 0.425, 0.194, 0.282, 0.1, M
20.29, 14.34, 135.1, 1297.0, 0.1, 0.133, 0.198, 0.104, 0.181, 0.059, 0.757, 0.781, 5.438, 94.44, 0.011, 0.025, 0.057, 0.019, 0.018, 0.005, 22.54, 16.67, 152.2, 1575.0, 0.137, 0.205, 0.4, 0.162, 0.236, 0.077, M
15.53, 33.56, 103.7, 744.9, 0.106, 0.164, 0.175, 0.084, 0.209, 0.066, 0.242, 1.278, 1.903, 23.02, 0.005, 0.026, 0.029, 0.01, 0.01, 0.003, 18.49, 49.54, 126.3, 1035.0, 0.188, 0.556, 0.57, 0.201, 0.351, 0.12, M
23.21, 26.97, 153.5, 1670.0, 0.095, 0.168, 0.195, 0.124, 0.191, 0.063, 1.058, 0.964, 7.247, 155.8, 0.006, 0.029, 0.045, 0.017, 0.016, 0.003, 31.01, 34.51, 206.0, 2944.0, 0.148, 0.413, 0.582, 0.259, 0.31, 0.087, M
11.08, 18.83, 73.3, 361.6, 0.122, 0.215, 0.169, 0.064, 0.22, 0.08, 0.211, 1.027, 1.719, 13.99, 0.007, 0.045, 0.046, 0.013, 0.017, 0.004, 13.24, 32.82, 91.76, 508.1, 0.218, 0.938, 0.84, 0.252, 0.415, 0.14, M
16.35, 23.29, 109.0, 840.4, 0.097, 0.15, 0.181, 0.088, 0.218, 0.062, 0.431, 1.022, 2.972, 45.5, 0.006, 0.039, 0.061, 0.017, 0.032, 0.004, 19.38, 31.03, 129.3, 1165.0, 0.142, 0.466, 0.709, 0.225, 0.482, 0.096, M
17.42, 25.56, 114.5, 948.0, 0.101, 0.115, 0.168, 0.066, 0.131, 0.059, 0.53, 1.667, 3.767, 58.53, 0.031, 0.086, 0.144, 0.039, 0.022, 0.013, 18.07, 28.07, 120.4, 1021.0, 0.124, 0.179, 0.28, 0.11, 0.16, 0.068, M
11.33, 14.16, 71.79, 396.6, 0.094, 0.039, 0.001, 0.003, 0.195, 0.058, 0.238, 1.28, 1.565, 17.09, 0.008, 0.009, 0.001, 0.003, 0.024, 0.002, 12.2, 18.99, 77.37, 458.0, 0.126, 0.073, 0.005, 0.011, 0.276, 0.064, B
9.904, 18.06, 64.6, 302.4, 0.097, 0.129, 0.131, 0.037, 0.167, 0.081, 0.431, 2.261, 3.132, 27.48, 0.013, 0.088, 0.12, 0.025, 0.039, 0.018, 11.26, 24.39, 73.07, 390.2, 0.13, 0.295, 0.349, 0.099, 0.261, 0.116, B
11.85, 17.46, 75.54, 432.7, 0.084, 0.056, 0.027, 0.023, 0.188, 0.057, 0.207, 1.238, 1.234, 13.88, 0.008, 0.015, 0.014, 0.009, 0.018, 0.002, 13.06, 25.75, 84.35, 517.8, 0.137, 0.176, 0.132, 0.091, 0.31, 0.07, B
14.5, 10.89, 94.28, 640.7, 0.11, 0.11, 0.088, 0.058, 0.186, 0.064, 0.293, 0.857, 1.928, 24.19, 0.004, 0.013, 0.029, 0.012, 0.019, 0.003, 15.7, 15.98, 102.8, 745.5, 0.131, 0.179, 0.256, 0.122, 0.289, 0.08, B
11.25, 14.78, 71.38, 390.0, 0.083, 0.045, 0.001, 0.003, 0.177, 0.061, 0.214, 0.996, 1.529, 15.07, 0.006, 0.007, 0.001, 0.003, 0.017, 0.002, 12.76, 22.06, 82.08, 492.7, 0.117, 0.098, 0.006, 0.017, 0.282, 0.074, B
13.87, 20.7, 89.77, 584.8, 0.096, 0.102, 0.037, 0.024, 0.162, 0.067, 0.272, 1.047, 2.076, 23.12, 0.006, 0.022, 0.026, 0.009, 0.015, 0.004, 15.05, 24.75, 99.17, 688.6, 0.126, 0.204, 0.138, 0.068, 0.225, 0.085, B
12.3, 19.02, 77.88, 464.4, 0.083, 0.042, 0.008, 0.009, 0.154, 0.059, 0.184, 1.532, 1.199, 13.24, 0.008, 0.008, 0.007, 0.007, 0.019, 0.002, 13.35, 28.46, 84.53, 544.3, 0.122, 0.091, 0.036, 0.04, 0.255, 0.072, B
8.671, 14.45, 54.42, 227.2, 0.091, 0.043, 0.0, 0.0, 0.172, 0.067, 0.22, 0.787, 1.435, 11.36, 0.009, 0.008, 0.0, 0.0, 0.027, 0.003, 9.262, 17.04, 58.36, 259.2, 0.116, 0.071, 0.0, 0.0, 0.259, 0.078, B
11.43, 15.39, 73.06, 399.8, 0.096, 0.069, 0.035, 0.029, 0.173, 0.059, 0.176, 0.994, 1.143, 12.67, 0.005, 0.015, 0.014, 0.009, 0.015, 0.002, 12.32, 22.02, 79.93, 462.0, 0.119, 0.165, 0.14, 0.085, 0.268, 0.068, B
12.06, 12.74, 76.84, 448.6, 0.093, 0.052, 0.02, 0.02, 0.159, 0.059, 0.182, 0.728, 1.171, 13.25, 0.006, 0.01, 0.008, 0.006, 0.015, 0.003, 13.14, 18.41, 84.08, 532.8, 0.128, 0.123, 0.086, 0.07, 0.251, 0.079, B
14.96, 19.1, 97.03, 687.3, 0.09, 0.098, 0.059, 0.048, 0.188, 0.059, 0.288, 0.948, 2.171, 24.87, 0.005, 0.021, 0.015, 0.012, 0.015, 0.003, 16.25, 26.19, 109.1, 809.8, 0.131, 0.303, 0.18, 0.149, 0.296, 0.085, B
13.11, 22.54, 87.02, 529.4, 0.1, 0.148, 0.087, 0.051, 0.185, 0.073, 0.193, 0.922, 1.491, 15.09, 0.005, 0.03, 0.025, 0.008, 0.025, 0.004, 14.55, 29.16, 99.48, 639.3, 0.135, 0.44, 0.316, 0.113, 0.413, 0.108, B
10.26, 14.71, 66.2, 321.6, 0.099, 0.092, 0.036, 0.02, 0.163, 0.07, 0.338, 2.509, 2.394, 19.33, 0.017, 0.047, 0.026, 0.013, 0.037, 0.007, 10.88, 19.48, 70.89, 357.1, 0.136, 0.164, 0.072, 0.041, 0.243, 0.085, B
13.54, 14.36, 87.46, 566.3, 0.098, 0.081, 0.067, 0.048, 0.188, 0.058, 0.27, 0.789, 2.058, 23.56, 0.008, 0.015, 0.024, 0.013, 0.02, 0.002, 15.11, 19.26, 99.7, 711.2, 0.144, 0.177, 0.239, 0.129, 0.298, 0.073, B
12.89, 13.12, 81.89, 515.9, 0.07, 0.037, 0.023, 0.012, 0.134, 0.056, 0.153, 0.469, 1.115, 12.68, 0.005, 0.013, 0.017, 0.006, 0.016, 0.002, 13.62, 15.54, 87.4, 577.0, 0.096, 0.115, 0.119, 0.054, 0.231, 0.069, B
8.734, 16.84, 55.27, 234.3, 0.104, 0.074, 0.0, 0.0, 0.198, 0.071, 0.517, 2.079, 3.167, 28.85, 0.016, 0.02, 0.0, 0.0, 0.019, 0.007, 10.17, 22.8, 64.01, 317.0, 0.146, 0.131, 0.0, 0.0, 0.244, 0.089, B
10.94, 18.59, 70.39, 370.0, 0.1, 0.075, 0.049, 0.029, 0.149, 0.066, 0.38, 1.743, 3.018, 25.78, 0.01, 0.021, 0.02, 0.012, 0.021, 0.003, 12.4, 25.58, 82.76, 472.4, 0.136, 0.164, 0.141, 0.079, 0.225, 0.077, B
14.61, 15.69, 92.68, 664.9, 0.076, 0.035, 0.014, 0.019, 0.163, 0.053, 0.316, 0.912, 1.954, 28.9, 0.005, 0.006, 0.005, 0.006, 0.015, 0.001, 16.46, 21.75, 103.7, 840.8, 0.101, 0.071, 0.047, 0.058, 0.253, 0.057, B
12.96, 18.29, 84.18, 525.2, 0.074, 0.079, 0.041, 0.019, 0.187, 0.059, 0.236, 1.299, 2.397, 20.21, 0.004, 0.037, 0.035, 0.011, 0.026, 0.004, 14.13, 24.61, 96.31, 621.9, 0.093, 0.232, 0.16, 0.066, 0.321, 0.072, B
12.86, 13.32, 82.82, 504.8, 0.113, 0.088, 0.038, 0.034, 0.154, 0.065, 0.221, 1.042, 1.614, 16.57, 0.006, 0.02, 0.019, 0.01, 0.012, 0.003, 14.04, 21.08, 92.8, 599.5, 0.155, 0.223, 0.179, 0.116, 0.238, 0.086, B
13.9, 16.62, 88.97, 599.4, 0.068, 0.053, 0.022, 0.013, 0.181, 0.055, 0.156, 0.576, 1.392, 14.03, 0.003, 0.013, 0.01, 0.005, 0.013, 0.002, 15.14, 21.8, 101.2, 718.9, 0.094, 0.201, 0.138, 0.062, 0.268, 0.077, B
13.62, 23.23, 87.19, 573.2, 0.092, 0.067, 0.03, 0.024, 0.166, 0.058, 0.346, 1.336, 2.066, 31.24, 0.006, 0.021, 0.02, 0.009, 0.021, 0.003, 15.35, 29.09, 97.58, 729.8, 0.122, 0.152, 0.105, 0.072, 0.264, 0.07, B
9.042, 18.9, 60.07, 244.5, 0.1, 0.197, 0.198, 0.049, 0.233, 0.087, 0.465, 1.911, 3.769, 24.2, 0.01, 0.066, 0.103, 0.025, 0.035, 0.008, 10.06, 23.4, 68.62, 297.1, 0.122, 0.375, 0.461, 0.114, 0.314, 0.106, B
12.56, 19.07, 81.92, 485.8, 0.088, 0.104, 0.103, 0.044, 0.153, 0.062, 0.36, 1.478, 3.212, 27.49, 0.01, 0.042, 0.063, 0.02, 0.026, 0.004, 13.37, 22.43, 89.02, 547.4, 0.11, 0.2, 0.239, 0.093, 0.212, 0.072, B
11.15, 13.08, 70.87, 381.9, 0.098, 0.051, 0.02, 0.018, 0.183, 0.061, 0.225, 0.782, 1.429, 15.48, 0.009, 0.009, 0.012, 0.008, 0.024, 0.002, 11.99, 16.3, 76.25, 440.8, 0.134, 0.09, 0.071, 0.055, 0.286, 0.068, B
9.847, 15.68, 63.0, 293.2, 0.095, 0.084, 0.023, 0.024, 0.139, 0.069, 0.25, 1.216, 1.976, 15.24, 0.009, 0.02, 0.011, 0.007, 0.018, 0.003, 11.24, 22.99, 74.32, 376.5, 0.142, 0.224, 0.084, 0.065, 0.25, 0.092, B
11.68, 16.17, 75.49, 420.5, 0.113, 0.093, 0.043, 0.031, 0.185, 0.064, 0.371, 1.154, 2.554, 27.57, 0.009, 0.013, 0.019, 0.012, 0.022, 0.003, 13.32, 21.59, 86.57, 549.8, 0.153, 0.148, 0.149, 0.098, 0.28, 0.08, B
13.15, 15.34, 85.31, 538.9, 0.094, 0.085, 0.093, 0.035, 0.182, 0.062, 0.271, 0.793, 1.819, 22.79, 0.009, 0.02, 0.03, 0.01, 0.028, 0.003, 14.77, 20.5, 97.67, 677.3, 0.148, 0.226, 0.301, 0.097, 0.385, 0.086, B
14.92, 14.93, 96.45, 686.9, 0.081, 0.085, 0.055, 0.032, 0.169, 0.057, 0.245, 0.433, 1.826, 23.31, 0.003, 0.018, 0.023, 0.008, 0.011, 0.002, 17.18, 18.22, 112.0, 906.6, 0.106, 0.279, 0.315, 0.115, 0.269, 0.083, B
10.96, 17.62, 70.79, 365.6, 0.097, 0.098, 0.053, 0.028, 0.162, 0.064, 0.151, 1.583, 1.165, 10.09, 0.01, 0.034, 0.044, 0.013, 0.013, 0.004, 11.62, 26.51, 76.43, 407.5, 0.143, 0.251, 0.212, 0.099, 0.229, 0.083, B
13.27, 14.76, 84.74, 551.7, 0.074, 0.051, 0.033, 0.026, 0.139, 0.053, 0.406, 1.153, 2.701, 36.35, 0.004, 0.01, 0.014, 0.011, 0.011, 0.001, 16.36, 22.35, 104.5, 830.6, 0.101, 0.124, 0.135, 0.1, 0.203, 0.062, B
11.87, 21.54, 76.83, 432.0, 0.066, 0.106, 0.088, 0.024, 0.135, 0.066, 0.256, 1.554, 1.955, 20.24, 0.007, 0.061, 0.067, 0.016, 0.024, 0.009, 12.79, 28.18, 83.51, 507.2, 0.095, 0.34, 0.322, 0.088, 0.23, 0.1, B
12.25, 17.94, 78.27, 460.3, 0.087, 0.067, 0.039, 0.023, 0.197, 0.062, 0.22, 0.982, 1.484, 16.51, 0.006, 0.016, 0.02, 0.008, 0.018, 0.002, 13.59, 25.22, 86.6, 564.2, 0.122, 0.179, 0.194, 0.082, 0.311, 0.081, B
12.2, 15.21, 78.01, 457.9, 0.087, 0.065, 0.02, 0.017, 0.164, 0.061, 0.258, 0.807, 1.959, 19.01, 0.005, 0.014, 0.011, 0.005, 0.013, 0.002, 13.75, 21.38, 91.11, 583.1, 0.126, 0.193, 0.117, 0.056, 0.266, 0.08, B
12.04, 28.14, 76.85, 449.9, 0.088, 0.06, 0.024, 0.024, 0.185, 0.057, 0.606, 2.643, 4.099, 44.96, 0.008, 0.016, 0.015, 0.012, 0.02, 0.004, 13.6, 33.33, 87.24, 567.6, 0.104, 0.097, 0.055, 0.055, 0.24, 0.066, B
9.738, 11.97, 61.24, 288.5, 0.092, 0.041, 0.0, 0.0, 0.19, 0.064, 0.199, 0.496, 1.218, 12.26, 0.006, 0.006, 0.0, 0.0, 0.023, 0.003, 10.62, 14.1, 66.53, 342.9, 0.123, 0.072, 0.0, 0.0, 0.31, 0.082, B
