@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
11.41, 14.92, 73.53, 402.0, 0.091, 0.082, 0.062, 0.024, 0.117, 0.062, 0.334, 1.108, 1.902, 22.77, 0.007, 0.037, 0.059, 0.017, 0.022, 0.005, 12.37, 17.7, 79.12, 467.2, 0.112, 0.161, 0.165, 0.063, 0.181, 0.074, B
11.94, 18.24, 75.71, 437.6, 0.083, 0.048, 0.02, 0.013, 0.187, 0.061, 0.227, 0.633, 1.52, 17.47, 0.007, 0.008, 0.013, 0.008, 0.02, 0.003, 13.1, 21.33, 83.67, 527.2, 0.114, 0.089, 0.092, 0.063, 0.278, 0.074, B
14.97, 19.76, 95.5, 690.2, 0.084, 0.054, 0.019, 0.019, 0.152, 0.053, 0.184, 1.065, 1.286, 16.64, 0.004, 0.008, 0.008, 0.006, 0.019, 0.002, 15.98, 25.82, 102.3, 782.1, 0.104, 0.1, 0.078, 0.058, 0.265, 0.061, B
12.89, 14.11, 84.95, 512.2, 0.088, 0.135, 0.137, 0.04, 0.16, 0.064, 0.202, 0.44, 2.393, 16.35, 0.006, 0.056, 0.082, 0.014, 0.013, 0.008, 14.39, 17.7, 105.0, 639.1, 0.125, 0.585, 0.773, 0.156, 0.264, 0.118, B
10.57, 20.22, 70.15, 338.3, 0.091, 0.166, 0.228, 0.059, 0.219, 0.084, 0.112, 1.231, 2.363, 7.228, 0.008, 0.076, 0.154, 0.029, 0.016, 0.012, 10.85, 22.82, 76.51, 351.9, 0.114, 0.362, 0.603, 0.146, 0.26, 0.12, B
13.27, 17.02, 84.55, 546.4, 0.084, 0.05, 0.036, 0.025, 0.15, 0.057, 0.293, 0.891, 2.044, 24.68, 0.006, 0.011, 0.023, 0.009, 0.015, 0.002, 15.14, 23.6, 98.84, 708.8, 0.128, 0.131, 0.179, 0.097, 0.251, 0.076, B
12.77, 21.41, 82.02, 507.4, 0.087, 0.066, 0.031, 0.029, 0.169, 0.063, 0.731, 1.748, 5.118, 53.65, 0.005, 0.018, 0.022, 0.018, 0.034, 0.006, 13.75, 23.5, 89.04, 579.5, 0.094, 0.09, 0.052, 0.048, 0.218, 0.069, B
9.029, 17.33, 58.79, 250.5, 0.107, 0.141, 0.313, 0.044, 0.211, 0.08, 0.327, 1.194, 1.885, 17.67, 0.01, 0.086, 0.304, 0.033, 0.042, 0.01, 10.31, 22.65, 65.5, 324.7, 0.148, 0.436, 1.252, 0.175, 0.423, 0.118, B
10.8, 21.98, 68.79, 359.9, 0.088, 0.057, 0.036, 0.014, 0.202, 0.06, 0.308, 1.621, 2.24, 20.2, 0.007, 0.021, 0.03, 0.01, 0.018, 0.003, 12.76, 32.04, 83.69, 489.5, 0.13, 0.17, 0.193, 0.075, 0.296, 0.077, B
14.8, 17.66, 95.88, 674.8, 0.092, 0.089, 0.041, 0.023, 0.189, 0.059, 0.22, 0.622, 1.482, 19.75, 0.005, 0.012, 0.018, 0.007, 0.023, 0.002, 16.43, 22.74, 105.9, 829.5, 0.123, 0.188, 0.206, 0.083, 0.36, 0.073, B
13.01, 22.22, 82.01, 526.4, 0.063, 0.019, 0.002, 0.002, 0.14, 0.052, 0.173, 1.142, 1.101, 14.34, 0.003, 0.002, 0.002, 0.002, 0.016, 0.001, 14.0, 29.02, 88.18, 608.8, 0.081, 0.034, 0.008, 0.009, 0.23, 0.058, B
12.47, 17.31, 80.45, 480.1, 0.089, 0.076, 0.036, 0.024, 0.153, 0.06, 0.153, 0.781, 1.253, 11.91, 0.004, 0.014, 0.013, 0.007, 0.015, 0.002, 14.06, 24.34, 92.82, 607.3, 0.128, 0.251, 0.203, 0.105, 0.304, 0.077, B
14.05, 27.15, 91.38, 600.4, 0.099, 0.113, 0.045, 0.043, 0.154, 0.062, 0.364, 1.492, 2.888, 29.84, 0.007, 0.027, 0.021, 0.016, 0.021, 0.005, 15.3, 33.17, 100.2, 706.7, 0.124, 0.226, 0.133, 0.105, 0.225, 0.083, B
13.88, 16.16, 88.37, 596.6, 0.07, 0.048, 0.02, 0.009, 0.161, 0.055, 0.254, 0.622, 1.709, 23.12, 0.004, 0.014, 0.02, 0.007, 0.016, 0.002, 15.51, 19.97, 99.66, 745.3, 0.085, 0.123, 0.109, 0.045, 0.254, 0.066, B
8.95, 15.76, 58.74, 245.2, 0.095, 0.124, 0.093, 0.023, 0.13, 0.072, 0.313, 0.979, 3.28, 16.94, 0.018, 0.068, 0.093, 0.023, 0.024, 0.006, 9.414, 17.07, 63.34, 270.0, 0.118, 0.188, 0.154, 0.038, 0.165, 0.077, B
12.78, 16.49, 81.37, 502.5, 0.098, 0.052, 0.037, 0.029, 0.159, 0.057, 0.237, 0.873, 1.471, 18.33, 0.008, 0.006, 0.016, 0.009, 0.023, 0.002, 13.46, 19.76, 85.67, 554.9, 0.13, 0.071, 0.104, 0.059, 0.238, 0.064, B
11.28, 13.39, 73.0, 384.8, 0.116, 0.114, 0.046, 0.048, 0.177, 0.061, 0.338, 1.343, 1.851, 26.33, 0.011, 0.035, 0.022, 0.02, 0.016, 0.003, 11.92, 15.77, 76.53, 434.0, 0.137, 0.182, 0.087, 0.086, 0.21, 0.068, B
9.742, 19.12, 61.93, 289.7, 0.108, 0.083, 0.009, 0.02, 0.254, 0.07, 0.696, 1.747, 4.607, 43.52, 0.013, 0.019, 0.006, 0.011, 0.031, 0.004, 11.21, 23.17, 71.79, 380.9, 0.14, 0.135, 0.021, 0.046, 0.32, 0.08, B
12.07, 13.44, 77.83, 445.2, 0.11, 0.09, 0.038, 0.028, 0.166, 0.066, 0.251, 0.504, 1.714, 18.54, 0.007, 0.012, 0.018, 0.008, 0.02, 0.002, 13.45, 15.77, 86.92, 549.9, 0.152, 0.163, 0.162, 0.074, 0.278, 0.081, B
13.56, 13.9, 88.59, 561.3, 0.105, 0.119, 0.079, 0.045, 0.196, 0.063, 0.257, 0.498, 2.011, 21.03, 0.006, 0.023, 0.025, 0.008, 0.018, 0.003, 14.98, 17.13, 101.1, 686.6, 0.138, 0.27, 0.258, 0.091, 0.306, 0.082, B
14.76, 14.74, 94.87, 668.7, 0.089, 0.078, 0.046, 0.035, 0.152, 0.059, 0.343, 0.398, 2.537, 29.06, 0.005, 0.015, 0.019, 0.011, 0.022, 0.003, 17.27, 17.93, 114.2, 880.8, 0.122, 0.201, 0.215, 0.125, 0.311, 0.082, B
10.8, 9.71, 68.77, 357.6, 0.096, 0.057, 0.025, 0.017, 0.138, 0.064, 0.173, 0.406, 1.126, 11.48, 0.008, 0.01, 0.011, 0.005, 0.013, 0.002, 11.6, 12.02, 73.66, 414.0, 0.144, 0.126, 0.105, 0.046, 0.209, 0.077, B
16.14, 14.86, 104.3, 800.0, 0.095, 0.085, 0.055, 0.045, 0.174, 0.059, 0.239, 0.637, 1.729, 21.83, 0.004, 0.012, 0.018, 0.009, 0.015, 0.002, 17.71, 19.58, 115.9, 947.9, 0.121, 0.172, 0.231, 0.113, 0.278, 0.07, B
12.18, 17.84, 77.79, 451.1, 0.104, 0.071, 0.025, 0.029, 0.19, 0.066, 0.366, 1.511, 2.41, 24.44, 0.005, 0.012, 0.011, 0.015, 0.022, 0.003, 12.83, 20.92, 82.14, 495.2, 0.114, 0.094, 0.05, 0.059, 0.223, 0.074, B
12.63, 20.76, 82.15, 480.4, 0.099, 0.121, 0.106, 0.06, 0.174, 0.071, 0.342, 1.803, 2.711, 20.48, 0.013, 0.04, 0.051, 0.023, 0.021, 0.006, 13.33, 25.47, 89.0, 527.4, 0.129, 0.225, 0.222, 0.11, 0.223, 0.085, B
12.77, 29.43, 81.35, 507.9, 0.083, 0.042, 0.02, 0.015, 0.154, 0.056, 0.241, 1.367, 1.477, 18.76, 0.009, 0.012, 0.013, 0.009, 0.019, 0.002, 13.87, 36.0, 88.1, 594.7, 0.123, 0.106, 0.087, 0.065, 0.241, 0.065, B
11.34, 21.26, 72.48, 396.5, 0.088, 0.066, 0.051, 0.019, 0.149, 0.065, 0.234, 0.986, 1.597, 16.41, 0.009, 0.016, 0.024, 0.006, 0.016, 0.002, 13.01, 29.15, 83.99, 518.1, 0.17, 0.22, 0.312, 0.083, 0.283, 0.088, B
9.876, 19.4, 63.95, 298.3, 0.1, 0.097, 0.062, 0.03, 0.194, 0.063, 0.18, 1.222, 1.528, 11.77, 0.009, 0.022, 0.03, 0.011, 0.016, 0.004, 10.76, 26.83, 72.22, 361.2, 0.156, 0.23, 0.264, 0.097, 0.262, 0.085, B
