@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
14.9, 22.53, 102.1, 685.0, 0.099, 0.222, 0.273, 0.097, 0.204, 0.069, 0.253, 0.875, 3.466, 24.19, 0.007, 0.062, 0.079, 0.022, 0.015, 0.006, 16.35, 27.57, 125.4, 832.7, 0.142, 0.709, 0.902, 0.248, 0.287, 0.116, M
20.26, 23.03, 132.4, 1264.0, 0.091, 0.131, 0.146, 0.087, 0.21, 0.056, 0.758, 1.509, 4.554, 87.87, 0.006, 0.035, 0.042, 0.013, 0.027, 0.004, 24.22, 31.59, 156.1, 1750.0, 0.119, 0.354, 0.41, 0.157, 0.369, 0.084, M
14.99, 25.2, 95.54, 698.8, 0.094, 0.051, 0.024, 0.029, 0.156, 0.055, 1.214, 2.188, 8.077, 106.0, 0.007, 0.011, 0.018, 0.019, 0.008, 0.002, 14.99, 25.2, 95.54, 698.8, 0.094, 0.051, 0.024, 0.029, 0.156, 0.055, M
20.59, 21.24, 137.8, 1320.0, 0.108, 0.164, 0.219, 0.112, 0.185, 0.062, 0.59, 1.216, 4.206, 75.09, 0.007, 0.028, 0.041, 0.015, 0.011, 0.004, 23.86, 30.76, 163.2, 1760.0, 0.146, 0.36, 0.518, 0.211, 0.248, 0.09, M
17.47, 24.68, 116.1, 984.6, 0.105, 0.16, 0.216, 0.104, 0.154, 0.064, 1.088, 1.41, 7.337, 122.3, 0.006, 0.036, 0.046, 0.016, 0.011, 0.005, 23.14, 32.33, 155.3, 1660.0, 0.138, 0.383, 0.489, 0.172, 0.216, 0.093, M
19.0, 18.91, 123.4, 1138.0, 0.082, 0.08, 0.093, 0.056, 0.195, 0.05, 0.69, 1.342, 5.216, 81.23, 0.004, 0.027, 0.04, 0.014, 0.02, 0.003, 22.32, 25.73, 148.2, 1538.0, 0.102, 0.226, 0.321, 0.122, 0.284, 0.065, M
16.69, 20.2, 107.1, 857.6, 0.075, 0.071, 0.036, 0.023, 0.185, 0.053, 0.247, 0.568, 1.775, 22.95, 0.003, 0.014, 0.014, 0.005, 0.02, 0.002, 19.18, 26.56, 127.3, 1084.0, 0.101, 0.292, 0.248, 0.087, 0.468, 0.076, M
28.11, 18.47, 188.5, 2499.0, 0.114, 0.152, 0.32, 0.16, 0.165, 0.055, 2.873, 1.476, 21.98, 525.6, 0.013, 0.028, 0.064, 0.014, 0.048, 0.004, 28.11, 18.47, 188.5, 2499.0, 0.114, 0.152, 0.32, 0.16, 0.165, 0.055, M
12.77, 22.47, 81.72, 506.3, 0.091, 0.058, 0.047, 0.027, 0.158, 0.061, 0.237, 1.38, 1.457, 19.87, 0.007, 0.012, 0.023, 0.009, 0.016, 0.003, 14.49, 33.37, 92.04, 653.6, 0.142, 0.152, 0.218, 0.093, 0.283, 0.081, M
16.07, 19.65, 104.1, 817.7, 0.092, 0.084, 0.098, 0.066, 0.18, 0.054, 0.747, 1.016, 5.029, 79.25, 0.011, 0.022, 0.035, 0.018, 0.016, 0.002, 19.77, 24.56, 128.8, 1223.0, 0.15, 0.204, 0.283, 0.152, 0.265, 0.064, M
15.75, 19.22, 107.1, 758.6, 0.124, 0.236, 0.291, 0.124, 0.238, 0.076, 0.52, 1.324, 3.477, 51.22, 0.009, 0.066, 0.1, 0.023, 0.055, 0.007, 17.36, 24.17, 119.4, 915.3, 0.155, 0.505, 0.687, 0.214, 0.424, 0.105, M
11.37, 18.89, 72.17, 396.0, 0.087, 0.05, 0.024, 0.022, 0.201, 0.06, 0.266, 1.974, 1.954, 17.49, 0.007, 0.014, 0.014, 0.01, 0.034, 0.003, 12.36, 26.14, 79.29, 459.3, 0.112, 0.097, 0.075, 0.062, 0.327, 0.07, B
10.05, 17.53, 64.41, 310.8, 0.101, 0.073, 0.025, 0.018, 0.189, 0.063, 0.262, 2.015, 1.778, 16.85, 0.008, 0.014, 0.017, 0.008, 0.021, 0.003, 11.16, 26.84, 71.98, 384.0, 0.14, 0.14, 0.106, 0.065, 0.289, 0.077, B
11.64, 18.33, 75.17, 412.5, 0.114, 0.102, 0.071, 0.035, 0.18, 0.065, 0.306, 1.657, 2.155, 20.62, 0.009, 0.023, 0.029, 0.014, 0.016, 0.004, 13.14, 29.26, 85.51, 521.7, 0.169, 0.266, 0.287, 0.122, 0.281, 0.091, B
15.1, 16.39, 99.58, 674.5, 0.115, 0.181, 0.114, 0.085, 0.2, 0.065, 0.431, 1.068, 2.796, 39.84, 0.009, 0.042, 0.032, 0.023, 0.024, 0.005, 16.11, 18.33, 105.9, 762.6, 0.139, 0.288, 0.196, 0.142, 0.259, 0.078, B
11.52, 18.75, 73.34, 409.0, 0.095, 0.055, 0.03, 0.023, 0.192, 0.059, 0.325, 0.959, 2.183, 23.47, 0.008, 0.009, 0.013, 0.009, 0.032, 0.002, 12.84, 22.47, 81.81, 506.2, 0.125, 0.087, 0.091, 0.063, 0.331, 0.07, B
13.64, 15.6, 87.38, 575.3, 0.094, 0.066, 0.047, 0.037, 0.172, 0.057, 0.324, 0.661, 1.996, 27.19, 0.006, 0.012, 0.018, 0.011, 0.019, 0.002, 14.85, 19.05, 94.11, 683.4, 0.128, 0.129, 0.153, 0.092, 0.253, 0.065, B
12.36, 18.54, 79.01, 466.7, 0.085, 0.068, 0.026, 0.019, 0.16, 0.061, 0.12, 0.894, 0.848, 9.227, 0.003, 0.01, 0.012, 0.006, 0.013, 0.001, 13.29, 27.49, 85.56, 544.1, 0.118, 0.196, 0.194, 0.084, 0.298, 0.072, B
7.691, 25.44, 48.34, 170.4, 0.087, 0.12, 0.093, 0.014, 0.204, 0.078, 0.22, 1.479, 1.445, 11.73, 0.015, 0.065, 0.093, 0.014, 0.021, 0.008, 8.678, 31.89, 54.49, 223.6, 0.16, 0.306, 0.339, 0.05, 0.279, 0.107, B
11.51, 23.93, 74.52, 403.5, 0.093, 0.102, 0.111, 0.041, 0.139, 0.066, 0.239, 2.904, 1.936, 16.97, 0.008, 0.03, 0.057, 0.013, 0.015, 0.005, 12.48, 37.16, 82.28, 474.2, 0.13, 0.252, 0.363, 0.097, 0.211, 0.087, B
11.74, 14.02, 74.24, 427.3, 0.078, 0.043, 0.022, 0.028, 0.21, 0.061, 0.562, 1.268, 3.717, 37.83, 0.008, 0.014, 0.015, 0.018, 0.029, 0.002, 13.31, 18.26, 84.7, 533.7, 0.104, 0.085, 0.067, 0.083, 0.31, 0.067, B
15.0, 15.51, 97.45, 684.5, 0.084, 0.11, 0.065, 0.038, 0.188, 0.059, 0.232, 0.497, 2.276, 19.88, 0.004, 0.032, 0.036, 0.012, 0.014, 0.003, 16.41, 19.31, 114.2, 808.2, 0.114, 0.363, 0.34, 0.138, 0.295, 0.084, B
13.08, 15.71, 85.63, 520.0, 0.108, 0.127, 0.046, 0.031, 0.197, 0.068, 0.185, 0.748, 1.383, 14.67, 0.004, 0.019, 0.017, 0.006, 0.017, 0.002, 14.5, 20.49, 96.09, 630.5, 0.131, 0.278, 0.189, 0.073, 0.318, 0.082, B
10.29, 27.61, 65.67, 321.4, 0.09, 0.077, 0.06, 0.027, 0.159, 0.061, 0.22, 2.239, 1.437, 14.46, 0.012, 0.027, 0.048, 0.017, 0.018, 0.005, 10.84, 34.91, 69.57, 357.6, 0.138, 0.171, 0.2, 0.091, 0.223, 0.083, B
13.65, 13.16, 87.88, 568.9, 0.096, 0.087, 0.039, 0.026, 0.136, 0.063, 0.21, 0.434, 1.391, 17.4, 0.004, 0.017, 0.017, 0.007, 0.014, 0.003, 15.34, 16.35, 99.71, 706.2, 0.131, 0.247, 0.176, 0.081, 0.238, 0.087, B
12.81, 13.06, 81.29, 508.8, 0.087, 0.038, 0.009, 0.013, 0.147, 0.061, 0.289, 0.99, 1.778, 21.79, 0.009, 0.006, 0.006, 0.007, 0.011, 0.003, 13.63, 16.15, 86.7, 570.7, 0.116, 0.054, 0.028, 0.04, 0.178, 0.073, B
9.423, 27.88, 59.26, 271.3, 0.081, 0.05, 0.0, 0.0, 0.174, 0.061, 0.538, 2.927, 3.618, 29.11, 0.012, 0.011, 0.0, 0.0, 0.03, 0.003, 10.49, 34.24, 66.5, 330.6, 0.107, 0.072, 0.0, 0.0, 0.248, 0.07, B
10.9, 12.96, 68.69, 366.8, 0.075, 0.037, 0.003, 0.007, 0.144, 0.057, 0.282, 0.761, 1.808, 18.54, 0.006, 0.006, 0.002, 0.004, 0.016, 0.003, 12.36, 18.2, 78.07, 470.0, 0.117, 0.083, 0.019, 0.04, 0.274, 0.077, B
14.69, 13.98, 98.22, 656.1, 0.103, 0.184, 0.145, 0.063, 0.209, 0.074, 0.546, 1.511, 4.795, 49.45, 0.01, 0.052, 0.053, 0.016, 0.027, 0.005, 16.46, 18.34, 114.1, 809.2, 0.131, 0.364, 0.322, 0.111, 0.283, 0.092, B
12.83, 15.73, 82.89, 506.9, 0.09, 0.083, 0.058, 0.031, 0.17, 0.059, 0.15, 0.488, 1.195, 11.64, 0.005, 0.018, 0.033, 0.008, 0.016, 0.002, 14.09, 19.35, 93.22, 605.8, 0.133, 0.261, 0.348, 0.098, 0.301, 0.078, B
12.25, 22.44, 78.18, 466.5, 0.082, 0.052, 0.017, 0.013, 0.154, 0.06, 0.224, 1.139, 1.577, 18.04, 0.005, 0.012, 0.009, 0.005, 0.016, 0.002, 14.17, 31.99, 92.74, 622.9, 0.126, 0.18, 0.123, 0.063, 0.31, 0.082, B
13.87, 16.21, 88.52, 593.7, 0.087, 0.055, 0.015, 0.021, 0.142, 0.059, 0.254, 1.363, 1.737, 20.74, 0.006, 0.008, 0.005, 0.006, 0.015, 0.002, 15.11, 25.58, 96.74, 694.4, 0.115, 0.101, 0.053, 0.056, 0.236, 0.071, B
13.68, 16.33, 87.76, 575.5, 0.093, 0.073, 0.018, 0.019, 0.163, 0.062, 0.205, 0.48, 1.373, 17.25, 0.004, 0.007, 0.007, 0.005, 0.011, 0.002, 15.85, 20.2, 101.6, 773.4, 0.126, 0.156, 0.121, 0.087, 0.281, 0.078, B
8.878, 15.49, 56.74, 241.0, 0.083, 0.077, 0.047, 0.024, 0.193, 0.066, 0.538, 1.2, 4.277, 30.18, 0.011, 0.029, 0.032, 0.015, 0.028, 0.004, 9.981, 17.7, 65.27, 302.0, 0.102, 0.125, 0.094, 0.048, 0.243, 0.074, B
13.03, 18.42, 82.61, 523.8, 0.09, 0.038, 0.026, 0.029, 0.147, 0.059, 0.184, 2.342, 1.17, 14.16, 0.004, 0.005, 0.013, 0.012, 0.027, 0.002, 13.3, 22.81, 84.46, 545.9, 0.097, 0.046, 0.048, 0.05, 0.199, 0.062, B
11.06, 14.96, 71.49, 373.9, 0.103, 0.091, 0.054, 0.033, 0.178, 0.069, 0.16, 0.822, 1.355, 10.8, 0.007, 0.019, 0.028, 0.01, 0.023, 0.003, 11.92, 19.9, 79.76, 440.0, 0.142, 0.221, 0.23, 0.108, 0.33, 0.091, B
9.777, 16.99, 62.5, 290.2, 0.104, 0.084, 0.043, 0.018, 0.158, 0.071, 0.403, 1.424, 2.747, 22.87, 0.014, 0.029, 0.027, 0.01, 0.033, 0.005, 11.05, 21.47, 71.68, 367.0, 0.147, 0.176, 0.13, 0.053, 0.253, 0.085, B
11.75, 17.56, 75.89, 422.9, 0.107, 0.097, 0.053, 0.044, 0.16, 0.067, 0.438, 1.907, 3.149, 30.66, 0.007, 0.018, 0.017, 0.013, 0.018, 0.002, 13.5, 27.98, 88.52, 552.3, 0.135, 0.185, 0.137, 0.101, 0.248, 0.078, B
13.4, 16.95, 85.48, 552.4, 0.079, 0.057, 0.022, 0.015, 0.165, 0.057, 0.158, 0.612, 1.036, 13.22, 0.004, 0.012, 0.015, 0.005, 0.013, 0.002, 14.73, 21.7, 93.76, 663.5, 0.121, 0.168, 0.136, 0.07, 0.274, 0.076, B
15.73, 11.28, 102.8, 747.2, 0.104, 0.13, 0.119, 0.062, 0.178, 0.063, 0.163, 0.387, 1.143, 13.87, 0.006, 0.018, 0.033, 0.011, 0.012, 0.002, 17.01, 14.2, 112.5, 854.3, 0.154, 0.298, 0.4, 0.145, 0.256, 0.082, B
10.71, 20.39, 69.5, 344.9, 0.108, 0.129, 0.084, 0.029, 0.167, 0.069, 0.32, 1.489, 2.23, 20.74, 0.009, 0.048, 0.073, 0.017, 0.027, 0.008, 11.69, 25.21, 76.51, 410.4, 0.134, 0.255, 0.253, 0.086, 0.26, 0.087, B
17.85, 13.23, 114.6, 992.1, 0.078, 0.062, 0.044, 0.042, 0.122, 0.052, 0.483, 1.046, 3.163, 50.95, 0.004, 0.008, 0.012, 0.007, 0.013, 0.001, 19.82, 18.42, 127.1, 1210.0, 0.099, 0.1, 0.105, 0.083, 0.178, 0.059, B
12.18, 14.08, 77.25, 461.4, 0.077, 0.032, 0.011, 0.005, 0.167, 0.056, 0.211, 0.6, 1.438, 15.82, 0.005, 0.006, 0.011, 0.005, 0.02, 0.001, 12.85, 16.47, 81.6, 513.1, 0.1, 0.053, 0.041, 0.019, 0.229, 0.06, B
11.45, 20.97, 73.81, 401.5, 0.11, 0.094, 0.046, 0.022, 0.184, 0.07, 0.325, 2.174, 2.077, 24.62, 0.01, 0.017, 0.026, 0.008, 0.018, 0.004, 13.11, 32.16, 84.53, 525.1, 0.156, 0.168, 0.176, 0.061, 0.276, 0.089, B
13.53, 10.94, 87.91, 559.2, 0.129, 0.105, 0.069, 0.066, 0.24, 0.066, 0.41, 1.014, 2.652, 32.65, 0.013, 0.028, 0.012, 0.008, 0.026, 0.006, 14.08, 12.49, 91.36, 605.5, 0.145, 0.138, 0.085, 0.074, 0.271, 0.072, B
11.93, 21.53, 76.53, 438.6, 0.098, 0.078, 0.033, 0.02, 0.169, 0.062, 0.312, 0.923, 2.0, 24.79, 0.008, 0.025, 0.018, 0.008, 0.013, 0.004, 13.67, 26.15, 87.54, 583.0, 0.15, 0.24, 0.15, 0.072, 0.244, 0.085, B
6.981, 13.43, 43.79, 143.5, 0.117, 0.076, 0.0, 0.0, 0.193, 0.078, 0.224, 1.508, 1.553, 9.833, 0.01, 0.011, 0.0, 0.0, 0.027, 0.004, 7.93, 19.54, 50.41, 185.2, 0.158, 0.12, 0.0, 0.0, 0.293, 0.094, B
