@relation   wdbc
@attribute Radius1 real[6.981,28.11]
@attribute Texture1 real[9.71,39.28]
@attribute Perimeter1 real[43.79,188.5]
@attribute Area1 real[143.5,2501.0]
@attribute Smoothness1 real[0.053,0.163]
@attribute Compactness1 real[0.019,0.345]
@attribute Concavity1 real[0.0,0.427]
@attribute Concave_points1 real[0.0,0.201]
@attribute Symmetry1 real[0.106,0.304]
@attribute Fractal_dimension1 real[0.05,0.097]
@attribute Radius2 real[0.112,2.873]
@attribute Texture2 real[0.36,4.885]
@attribute Perimeter2 real[0.757,21.98]
@attribute Area2 real[6.802,542.2]
@attribute Smoothness2 real[0.002,0.031]
@attribute Compactness2 real[0.002,0.135]
@attribute Concavity2 real[0.0,0.396]
@attribute Concave_points2 real[0.0,0.053]
@attribute Symmetry2 real[0.008,0.079]
@attribute Fractal_dimension2 real[0.001,0.03]
@attribute Radius3 real[7.93,36.04]
@attribute Texture3 real[12.02,49.54]
@attribute Perimeter3 real[50.41,251.2]
@attribute Area3 real[185.2,4254.0]
@attribute Smoothness3 real[0.071,0.223]
@attribute Compactness3 real[0.027,1.058]
@attribute Concavity3 real[0.0,1.252]
@attribute Concave_points3 real[0.0,0.291]
@attribute Symmetry3 real[0.156,0.664]
@attribute Fractal_dimension3 real[0.055,0.208]
@attribute Class{M,B}
@inputs Radius1,Texture1,Perimeter1,Area1,Smoothness1,Compactness1,Concavity1,Concave_points1,Symmetry1,Fractal_dimension1,Radius2,Texture2,Perimeter2,Area2,Smoothness2,Compactness2,Concavity2,Concave_points2,Symmetry2,Fractal_dimension2,Radius3,Texture3,Perimeter3,Area3,Smoothness3,Compactness3,Concavity3,Concave_points3,Symmetry3,Fractal_dimension3
@outputs Class
@data
12.45, 15.7, 82.57, 477.1, 0.128, 0.17, 0.158, 0.081, 0.209, 0.076, 0.334, 0.89, 2.217, 27.19, 0.008, 0.033, 0.037, 0.011, 0.022, 0.005, 15.47, 23.75, 103.4, 741.6, 0.179, 0.525, 0.536, 0.174, 0.398, 0.124, M
17.05, 19.08, 113.4, 895.0, 0.114, 0.157, 0.191, 0.109, 0.213, 0.063, 0.296, 0.679, 2.153, 31.98, 0.006, 0.02, 0.031, 0.014, 0.012, 0.002, 19.59, 24.89, 133.5, 1189.0, 0.17, 0.393, 0.502, 0.254, 0.311, 0.091, M
15.37, 22.76, 100.2, 728.2, 0.092, 0.104, 0.112, 0.075, 0.172, 0.061, 0.313, 0.841, 2.075, 29.44, 0.01, 0.024, 0.045, 0.018, 0.025, 0.002, 16.43, 25.84, 107.5, 830.9, 0.126, 0.2, 0.285, 0.148, 0.256, 0.068, M
11.2, 29.37, 70.67, 386.0, 0.074, 0.036, 0.0, 0.0, 0.106, 0.055, 0.314, 3.896, 2.041, 22.81, 0.008, 0.009, 0.0, 0.0, 0.02, 0.002, 11.92, 38.3, 75.19, 439.6, 0.093, 0.055, 0.0, 0.0, 0.157, 0.059, B
10.49, 19.29, 67.41, 336.1, 0.1, 0.086, 0.03, 0.012, 0.222, 0.065, 0.355, 1.534, 2.302, 23.13, 0.008, 0.022, 0.029, 0.009, 0.027, 0.003, 11.54, 23.31, 74.22, 402.8, 0.122, 0.149, 0.08, 0.032, 0.283, 0.076, B
11.9, 14.65, 78.11, 432.8, 0.115, 0.13, 0.037, 0.03, 0.2, 0.078, 0.396, 0.654, 3.021, 25.03, 0.01, 0.047, 0.028, 0.011, 0.031, 0.009, 13.15, 16.51, 86.26, 509.6, 0.142, 0.252, 0.094, 0.06, 0.273, 0.104, B
14.81, 14.7, 94.66, 680.7, 0.085, 0.05, 0.034, 0.025, 0.166, 0.053, 0.218, 0.623, 1.677, 20.72, 0.007, 0.012, 0.015, 0.011, 0.016, 0.002, 15.61, 17.58, 101.7, 760.2, 0.114, 0.101, 0.11, 0.08, 0.233, 0.061, B
11.81, 17.39, 75.27, 428.9, 0.101, 0.056, 0.024, 0.016, 0.172, 0.058, 0.186, 1.926, 1.011, 14.47, 0.008, 0.009, 0.016, 0.006, 0.031, 0.002, 12.57, 26.48, 79.57, 489.5, 0.136, 0.1, 0.088, 0.043, 0.32, 0.066, B
13.51, 18.89, 88.1, 558.1, 0.106, 0.115, 0.086, 0.054, 0.181, 0.061, 0.214, 1.332, 1.513, 19.29, 0.005, 0.02, 0.033, 0.014, 0.013, 0.002, 14.8, 27.2, 97.33, 675.2, 0.143, 0.257, 0.344, 0.145, 0.267, 0.077, B
12.46, 19.89, 80.43, 471.3, 0.085, 0.101, 0.068, 0.031, 0.178, 0.062, 0.364, 1.04, 2.579, 28.32, 0.007, 0.034, 0.047, 0.014, 0.027, 0.005, 13.46, 23.07, 88.13, 551.3, 0.105, 0.216, 0.19, 0.076, 0.268, 0.078, B
8.598, 20.98, 54.66, 221.8, 0.124, 0.09, 0.03, 0.009, 0.183, 0.068, 0.358, 2.067, 2.493, 18.39, 0.012, 0.032, 0.03, 0.009, 0.034, 0.003, 9.565, 27.04, 62.06, 273.9, 0.164, 0.17, 0.09, 0.028, 0.297, 0.077, B
11.22, 33.81, 70.79, 386.8, 0.078, 0.036, 0.005, 0.006, 0.184, 0.058, 0.224, 1.647, 1.489, 15.46, 0.004, 0.007, 0.003, 0.003, 0.019, 0.003, 12.36, 41.78, 78.44, 470.9, 0.1, 0.069, 0.023, 0.03, 0.291, 0.073, B
12.21, 14.09, 78.78, 462.0, 0.081, 0.078, 0.068, 0.025, 0.165, 0.062, 0.267, 0.831, 2.097, 19.96, 0.004, 0.03, 0.043, 0.011, 0.019, 0.005, 13.13, 19.29, 87.65, 529.9, 0.103, 0.243, 0.308, 0.091, 0.268, 0.088, B
14.64, 15.24, 95.77, 651.9, 0.113, 0.134, 0.1, 0.071, 0.212, 0.063, 0.512, 0.737, 3.814, 42.76, 0.006, 0.044, 0.044, 0.016, 0.024, 0.005, 16.34, 18.24, 109.4, 803.6, 0.128, 0.309, 0.26, 0.14, 0.315, 0.085, B
13.0, 25.13, 82.61, 520.2, 0.084, 0.051, 0.012, 0.018, 0.167, 0.054, 0.262, 1.232, 1.657, 21.19, 0.006, 0.009, 0.006, 0.006, 0.012, 0.002, 14.34, 31.88, 91.06, 628.5, 0.122, 0.109, 0.045, 0.059, 0.231, 0.063, B
10.51, 20.19, 68.64, 334.2, 0.112, 0.13, 0.065, 0.031, 0.192, 0.078, 0.334, 1.86, 2.041, 19.91, 0.012, 0.037, 0.046, 0.015, 0.023, 0.007, 11.16, 22.75, 72.62, 374.4, 0.13, 0.205, 0.13, 0.061, 0.238, 0.09, B
13.49, 22.3, 86.91, 561.0, 0.088, 0.077, 0.048, 0.034, 0.181, 0.057, 0.234, 1.353, 1.735, 20.2, 0.004, 0.014, 0.021, 0.012, 0.016, 0.002, 15.15, 31.82, 99.0, 698.8, 0.116, 0.171, 0.228, 0.128, 0.287, 0.069, B
12.72, 17.67, 80.98, 501.3, 0.079, 0.045, 0.014, 0.018, 0.146, 0.055, 0.295, 0.884, 2.109, 23.24, 0.007, 0.012, 0.005, 0.006, 0.019, 0.001, 13.82, 20.96, 88.87, 586.8, 0.107, 0.096, 0.035, 0.036, 0.216, 0.06, B
9.504, 12.44, 60.34, 273.9, 0.102, 0.065, 0.03, 0.021, 0.182, 0.069, 0.277, 0.977, 1.909, 15.7, 0.01, 0.014, 0.02, 0.014, 0.02, 0.003, 10.23, 15.66, 65.13, 314.9, 0.132, 0.115, 0.089, 0.062, 0.245, 0.078, B
11.27, 12.96, 73.16, 386.3, 0.124, 0.111, 0.079, 0.056, 0.202, 0.069, 0.256, 0.986, 1.809, 16.04, 0.007, 0.018, 0.021, 0.012, 0.021, 0.004, 12.84, 20.53, 84.93, 476.1, 0.161, 0.243, 0.225, 0.132, 0.334, 0.092, B
14.2, 20.53, 92.41, 618.4, 0.089, 0.111, 0.051, 0.031, 0.151, 0.06, 0.348, 1.018, 2.749, 31.01, 0.004, 0.033, 0.028, 0.014, 0.016, 0.003, 16.45, 27.26, 112.1, 828.5, 0.115, 0.343, 0.251, 0.134, 0.253, 0.079, B
13.05, 19.31, 82.61, 527.2, 0.081, 0.038, 0.001, 0.004, 0.182, 0.055, 0.404, 1.214, 2.595, 32.96, 0.007, 0.009, 0.001, 0.004, 0.022, 0.003, 14.23, 22.25, 90.24, 624.1, 0.102, 0.062, 0.002, 0.011, 0.244, 0.063, B
12.62, 23.97, 81.35, 496.4, 0.079, 0.075, 0.054, 0.02, 0.151, 0.06, 0.245, 1.066, 1.445, 18.51, 0.005, 0.023, 0.03, 0.009, 0.014, 0.003, 14.2, 31.31, 90.67, 624.0, 0.123, 0.345, 0.391, 0.118, 0.283, 0.096, B
14.02, 15.66, 89.59, 606.5, 0.08, 0.056, 0.021, 0.027, 0.159, 0.056, 0.214, 0.655, 1.606, 19.25, 0.005, 0.009, 0.009, 0.011, 0.012, 0.002, 14.91, 19.31, 96.53, 688.9, 0.103, 0.102, 0.063, 0.082, 0.214, 0.067, B
13.24, 20.13, 86.87, 542.9, 0.083, 0.122, 0.101, 0.028, 0.16, 0.064, 0.281, 0.814, 3.369, 23.81, 0.005, 0.067, 0.077, 0.014, 0.015, 0.008, 15.44, 25.5, 115.0, 733.5, 0.12, 0.565, 0.656, 0.136, 0.284, 0.125, B
9.397, 21.68, 59.75, 268.8, 0.08, 0.061, 0.037, 0.005, 0.127, 0.067, 0.119, 1.182, 1.174, 6.802, 0.006, 0.027, 0.037, 0.005, 0.02, 0.005, 9.965, 27.99, 66.61, 301.0, 0.109, 0.189, 0.187, 0.026, 0.238, 0.092, B
12.67, 17.3, 81.25, 489.9, 0.103, 0.077, 0.032, 0.021, 0.171, 0.06, 0.21, 0.95, 1.566, 17.61, 0.007, 0.01, 0.013, 0.006, 0.021, 0.002, 13.71, 21.1, 88.7, 574.4, 0.138, 0.121, 0.102, 0.056, 0.269, 0.069, B
10.88, 15.62, 70.41, 358.9, 0.101, 0.107, 0.051, 0.016, 0.186, 0.068, 0.148, 0.538, 1.301, 9.597, 0.004, 0.031, 0.028, 0.007, 0.012, 0.005, 11.94, 19.35, 80.78, 433.1, 0.133, 0.39, 0.336, 0.08, 0.258, 0.108, B
9.787, 19.94, 62.11, 294.5, 0.102, 0.053, 0.007, 0.008, 0.135, 0.069, 0.335, 2.043, 2.132, 20.05, 0.011, 0.015, 0.005, 0.005, 0.018, 0.006, 10.92, 26.29, 68.81, 366.1, 0.132, 0.095, 0.02, 0.024, 0.193, 0.09, B
11.67, 20.02, 75.21, 416.2, 0.102, 0.095, 0.042, 0.022, 0.186, 0.065, 0.207, 0.874, 1.393, 15.34, 0.005, 0.017, 0.018, 0.005, 0.014, 0.003, 13.35, 28.81, 87.0, 550.6, 0.155, 0.296, 0.276, 0.081, 0.321, 0.09, B
13.47, 14.06, 87.32, 546.3, 0.107, 0.116, 0.058, 0.053, 0.178, 0.066, 0.159, 0.573, 1.102, 12.84, 0.004, 0.015, 0.013, 0.009, 0.017, 0.003, 14.83, 18.32, 94.94, 660.2, 0.139, 0.25, 0.185, 0.134, 0.323, 0.093, B
13.9, 19.24, 88.73, 602.9, 0.08, 0.053, 0.03, 0.021, 0.158, 0.056, 0.332, 0.926, 2.056, 28.41, 0.004, 0.011, 0.015, 0.006, 0.011, 0.002, 16.41, 26.42, 104.4, 830.5, 0.106, 0.142, 0.167, 0.082, 0.236, 0.076, B
10.91, 12.35, 69.14, 363.7, 0.085, 0.047, 0.012, 0.014, 0.145, 0.06, 0.175, 1.027, 1.267, 11.09, 0.003, 0.012, 0.011, 0.009, 0.029, 0.003, 11.37, 14.82, 72.42, 392.2, 0.093, 0.075, 0.029, 0.032, 0.214, 0.066, B
12.47, 18.6, 81.09, 481.9, 0.1, 0.106, 0.08, 0.038, 0.192, 0.064, 0.396, 1.044, 2.497, 30.29, 0.007, 0.019, 0.027, 0.01, 0.018, 0.004, 14.97, 24.64, 96.05, 677.9, 0.143, 0.238, 0.267, 0.102, 0.301, 0.088, B
11.89, 17.36, 76.2, 435.6, 0.122, 0.072, 0.059, 0.074, 0.202, 0.059, 0.641, 2.293, 4.021, 48.84, 0.014, 0.015, 0.013, 0.019, 0.027, 0.003, 12.4, 18.99, 79.46, 472.4, 0.136, 0.084, 0.072, 0.089, 0.222, 0.06, B
11.75, 20.18, 76.1, 419.8, 0.109, 0.114, 0.068, 0.037, 0.199, 0.065, 0.502, 1.693, 3.926, 38.34, 0.009, 0.024, 0.042, 0.012, 0.034, 0.005, 13.32, 26.21, 88.91, 543.9, 0.136, 0.189, 0.196, 0.079, 0.317, 0.08, B
12.05, 14.63, 78.04, 449.3, 0.103, 0.091, 0.066, 0.027, 0.168, 0.06, 0.264, 0.729, 1.848, 19.87, 0.005, 0.014, 0.023, 0.006, 0.014, 0.002, 13.76, 20.7, 89.88, 582.6, 0.149, 0.216, 0.305, 0.065, 0.275, 0.083, B
12.21, 18.02, 78.31, 458.4, 0.092, 0.072, 0.044, 0.02, 0.17, 0.059, 0.253, 0.779, 1.874, 18.57, 0.006, 0.014, 0.02, 0.007, 0.019, 0.002, 14.29, 24.04, 93.85, 624.6, 0.137, 0.217, 0.241, 0.088, 0.322, 0.075, B
